modulation_profile,modulation_ff_amp,modulation_ff_shift_deg,amp,delta,f_eff_hz,f_down_hz,f_up_hz,mean_thrust_N,mean_lift_N,mean_pin_W,mean_eta,sep_ratio,peak_power_W,peak_normal_N,mean_Nc_N,mean_Na_N,mean_Fx_suction_N,mean_Fx_camber_N,mean_Fx_friction_N,mean_Fx_total_N,mean_k,mean_alpha_prime,mean_alpha_le,share_Na,share_Fx_suction,share_Fx_camber,share_Fx_friction,csv
phase_warp,0.000000,180.000000,0.000000,0.300000,3.800000,6.333333,2.714286,0.690495,10.613063,58.356066,0.082827,0.000000,361.867126,45.744102,10.867617,0.003339,3.368677,0.000000,-0.308463,3.060214,0.473774,-0.090301,0.134669,0.000307,0.916113,0.000000,0.083887,outputs_DeLaurier/modulation_scan_trim_f3p8_U7_pitch13/amp_0p0/delta_0p3/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.320000,3.800000,5.937500,2.794118,0.570756,10.449909,55.344823,0.072189,0.000000,315.120575,42.322430,10.776065,-0.036334,3.215404,0.000000,-0.308561,2.906842,0.473968,-0.089946,0.134582,-0.003383,0.912439,0.000000,0.087561,outputs_DeLaurier/modulation_scan_trim_f3p8_U7_pitch13/amp_0p0/delta_0p32/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.340000,3.800000,5.588235,2.878788,0.466520,10.301422,52.737198,0.061923,0.000000,277.099365,39.414818,10.649260,-0.028152,3.080537,0.000000,-0.308662,2.771875,0.472539,-0.090275,0.135120,-0.002651,0.908928,0.000000,0.091072,outputs_DeLaurier/modulation_scan_trim_f3p8_U7_pitch13/amp_0p0/delta_0p34/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.360000,3.800000,5.277778,2.968750,0.374634,10.191402,50.655731,0.051770,0.000000,245.747330,36.914383,10.560526,-0.021557,2.966347,0.000000,-0.308751,2.657596,0.471901,-0.090168,0.135184,-0.002045,0.905728,0.000000,0.094272,outputs_DeLaurier/modulation_scan_trim_f3p8_U7_pitch13/amp_0p0/delta_0p36000000000000004/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.380000,3.800000,5.000000,3.064516,0.303857,10.076360,48.818750,0.043569,0.000000,219.566467,34.741890,10.490215,-0.046726,2.871589,0.000000,-0.308836,2.562753,0.471738,-0.089910,0.135417,-0.004474,0.902895,0.000000,0.097105,outputs_DeLaurier/modulation_scan_trim_f3p8_U7_pitch13/amp_0p0/delta_0p38000000000000006/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.400000,3.800000,4.750000,3.166667,0.240839,9.991464,47.350271,0.035604,0.000000,197.496613,32.836395,10.428310,-0.051453,2.791157,0.000000,-0.308904,2.482254,0.470963,-0.089630,0.135692,-0.004958,0.900356,0.000000,0.099644,outputs_DeLaurier/modulation_scan_trim_f3p8_U7_pitch13/amp_0p0/delta_0p4000000000000001/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.420000,3.800000,4.523810,3.275862,0.181909,9.931734,46.199841,0.027562,0.000000,178.684357,31.150417,10.366218,-0.031567,2.720351,0.000000,-0.308953,2.411398,0.469840,-0.089409,0.135935,-0.003054,0.898012,0.000000,0.101988,outputs_DeLaurier/modulation_scan_trim_f3p8_U7_pitch13/amp_0p0/delta_0p4200000000000001/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.440000,3.800000,4.318182,3.392857,0.137099,9.870409,45.222871,0.021221,0.000000,162.523529,29.647278,10.317071,-0.031344,2.662918,0.000000,-0.308977,2.353941,0.469086,-0.089048,0.136334,-0.003047,0.896034,0.000000,0.103966,outputs_DeLaurier/modulation_scan_trim_f3p8_U7_pitch13/amp_0p0/delta_0p4400000000000001/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.460000,3.800000,4.130435,3.518519,0.096228,9.827106,44.494503,0.015139,0.000000,148.515656,28.299410,10.269963,-0.016946,2.613335,0.000000,-0.308959,2.304376,0.468446,-0.088663,0.136705,-0.001653,0.894275,0.000000,0.105725,outputs_DeLaurier/modulation_scan_trim_f3p8_U7_pitch13/amp_0p0/delta_0p46000000000000013/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.480000,3.800000,3.958333,3.653846,0.050843,9.817006,44.061825,0.008077,0.000000,137.750778,27.432911,10.206185,0.046608,2.566706,0.000000,-0.308824,2.257883,0.467521,-0.088466,0.137044,0.004546,0.892603,0.000000,0.107397,outputs_DeLaurier/modulation_scan_trim_f3p8_U7_pitch13/amp_0p0/delta_0p48000000000000015/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.500000,3.800000,3.800000,3.800000,0.051059,9.775905,43.664594,0.008185,0.000000,127.909019,26.502388,10.219393,-0.008288,2.557504,0.000000,-0.308656,2.248847,0.466539,-0.087335,0.138331,-0.000812,0.892310,0.000000,0.107690,outputs_DeLaurier/modulation_scan_trim_f3p8_U7_pitch13/amp_0p0/delta_0p5000000000000001/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.520000,3.800000,3.653846,3.958333,0.055543,9.736797,43.427807,0.008953,0.000000,119.184517,25.664480,10.230989,-0.060926,2.553000,0.000000,-0.308582,2.244419,0.465492,-0.086254,0.139602,-0.005991,0.892164,0.000000,0.107836,outputs_DeLaurier/modulation_scan_trim_f3p8_U7_pitch13/amp_0p0/delta_0p5200000000000001/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.540000,3.800000,3.518519,4.130435,0.058417,9.742826,43.209060,0.009464,0.000000,111.414780,24.905596,10.176596,-0.003815,2.557141,0.000000,-0.308565,2.248575,0.464212,-0.086139,0.140064,-0.000375,0.892325,0.000000,0.107675,outputs_DeLaurier/modulation_scan_trim_f3p8_U7_pitch13/amp_0p0/delta_0p5400000000000001/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.560000,3.800000,3.392857,4.318182,0.073751,9.719224,43.262329,0.011933,0.000000,104.453094,24.214941,10.126055,0.016237,2.566784,0.000000,-0.308577,2.258207,0.462920,-0.085992,0.140549,0.001601,0.892682,0.000000,0.107318,outputs_DeLaurier/modulation_scan_trim_f3p8_U7_pitch13/amp_0p0/delta_0p5600000000000002/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.580000,3.800000,3.275862,4.523810,0.099862,9.676584,43.550825,0.016051,0.000000,98.189194,23.583523,10.068001,0.020811,2.582682,0.000000,-0.308625,2.274057,0.461843,-0.085954,0.140968,0.002063,0.893258,0.000000,0.106742,outputs_DeLaurier/modulation_scan_trim_f3p8_U7_pitch13/amp_0p0/delta_0p5800000000000002/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.600000,3.800000,3.166667,4.750000,0.129944,9.643463,43.959798,0.020692,0.000000,92.530060,23.003792,10.004039,0.038394,2.604624,0.000000,-0.308707,2.295917,0.460614,-0.085982,0.141079,0.003823,0.894036,0.000000,0.105964,outputs_DeLaurier/modulation_scan_trim_f3p8_U7_pitch13/amp_0p0/delta_0p6000000000000002/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.620000,3.800000,3.064516,5.000000,0.169436,9.602701,44.567287,0.026613,0.000000,104.882622,22.469572,9.940958,0.044650,2.634049,0.000000,-0.308821,2.325228,0.459584,-0.085962,0.141033,0.004471,0.895061,0.000000,0.104939,outputs_DeLaurier/modulation_scan_trim_f3p8_U7_pitch13/amp_0p0/delta_0p6200000000000002/windtunnel_v50.csv
phase_warp,0.000000,180.000000,0.000000,0.640000,3.800000,2.968750,5.277778,0.227258,9.519374,45.563991,0.034914,0.000000,122.621124,21.975449,9.847088,0.032726,2.671789,0.000000,-0.308965,2.362824,0.458585,-0.086345,0.141370,0.003312,0.896347,0.000000,0.103653,outputs_DeLaurier/modulation_scan_trim_f3p8_U7_pitch13/amp_0p0/delta_0p6400000000000002/windtunnel_v50.csv
