progress_s,x_ref,y_ref,z_ref
0.0,0.0,0.0,10.0
0.9977728883681571,0.9977728883681571,0.0,10.0
1.9955457767363143,1.9955457767363143,0.0,10.0
2.993318665104471,2.993318665104471,0.0,10.0
3.9910915534726286,3.9910915534726286,0.0,10.0
4.988864441840786,4.988864441840786,0.0,10.0
5.986637330208942,5.986637330208942,0.0,10.0
6.9844102185771,6.9844102185771,0.0,10.0
7.982183106945257,7.982183106945257,0.0,10.0
8.979955995313414,8.979955995313414,0.0,10.0
9.977728883681571,9.977728883681571,0.0,10.0
10.975501772049729,10.975501772049729,0.0,10.0
11.973274660417884,11.973274660417884,0.0,10.0
12.971047548786043,12.971047548786043,0.0,10.0
13.9688204371542,13.9688204371542,0.0,10.0
14.966593325522357,14.966593325522357,0.0,10.0
15.964366213890514,15.964366213890514,0.0,10.0
16.96213910225867,16.96213910225867,0.0,10.0
17.95991199062683,17.95991199062683,0.0,10.0
18.957684878994986,18.957684878994986,0.0,10.0
19.955457767363143,19.955457767363143,0.0,10.0
20.9532306557313,20.9532306557313,0.0,10.0
21.951003544099457,21.951003544099457,0.0,10.0
22.948776432467614,22.948776432467614,0.0,10.0
23.946549320835768,23.946549320835768,0.0,10.0
24.944322209203925,24.944322209203925,0.0,10.0
25.942095097572086,25.94174674035874,0.022184476849737678,10.0
26.939867985940243,26.93682779404084,0.09400346387473846,10.0
27.9376408743084,27.927089321604573,0.2153557498915717,10.0
28.935413762676557,28.910067195206064,0.38593936664380024,10.0
29.933186651044714,29.88331541135952,0.605329840567574,10.0
30.930959539412875,30.844412177476134,0.8729812490349467,10.0
31.92873242778103,31.790965938157516,1.1882275788062877,10.0
32.92650531614918,32.72062132624813,1.5502843833114142,10.0
33.92427820451734,33.63106502383826,1.9582507346356266,10.0
34.922051092885496,34.520031518633346,2.4111114653532546,10.0
35.91982398125366,35.385308741365705,2.9077396946304077,10.0
36.91759686962181,36.22474357022067,3.4468996323108776,10.0
37.91536975798997,37.036247188580276,4.027249654007818,10.0
38.913142646358125,37.81780028275239,4.647345639549073,10.0
39.910915534726286,38.567458066751456,5.3056445664690415,10.0
40.90868842309444,39.28335512162752,6.00050834960509,10.0
41.9064613114626,39.96371003730137,6.730207917244279,10.0
42.90423419983075,40.606829845355264,7.492927513677387,10.0
43.902007088198914,41.21111423174909,8.286769217454044,10.0
44.89977997656707,41.77505951897876,9.1097576640958,10.0
45.89755286493523,42.29726240776827,9.959844961515465,10.0
46.89532575330338,42.77642346898442,10.834915785911178,10.0
47.893098641671536,43.211350377085104,11.732792645455039,10.0
48.890871530039696,43.60096087705541,12.651241298678109,10.0
49.88864441840785,43.94428547744834,13.587976314069014,10.0
50.88641730677601,44.24046986282927,14.540666757051888,10.0
51.88419019514417,44.48877701962087,15.50694199019225,10.0
52.881963083512325,44.68858907005865,16.48439757219801,10.0
53.879735971880486,44.839408809693765,17.47060124103664,10.0
54.87750886024864,44.940860944617,18.463098966280324,10.0
55.8752817486168,44.99269302532532,19.459421055618822,10.0
56.87305463698496,44.994776074907364,20.457088300344648,10.0
57.870827525353114,44.94710490998447,21.45361814451855,10.0
58.86860041372127,44.84979815360879,22.446530862464094,10.0
59.86637330208943,44.703097940086366,23.43335572921952,10.0
60.86414619045759,44.50736931245966,24.41163716859254,10.0
61.86191907882575,44.263099314148775,25.37894086351962,10.0
62.859691967193896,43.97089577701176,26.3328598135248,10.0
63.85746485556206,43.63148580883975,27.27102032420506,10.0
64.85523774393022,43.24571398405048,28.191087913838096,10.0
65.85301063229836,42.814540242082586,29.090773122414834,10.0
66.85078352066652,42.33903749871998,29.96783720864172,10.0
67.84855640903469,41.820388976290445,30.82009772073649,10.0
68.84632929740285,41.25988525938172,31.64543392715536,10.0
69.84410218577099,40.65892108340158,32.441792093738,10.0
70.84187507413915,40.01899186397304,33.20719059413892,10.0
71.83964796250731,39.341689975801,33.939724840828426,10.0
72.83742085087547,38.628700790269576,34.63757202439344,10.0
73.83519373924362,37.881798481630284,35.29899564934469,10.0
74.83296662761178,37.10284161221654,35.922349855143864,10.0
75.83073951597994,36.29376850767029,36.50608351169818,10.0
76.8285124043481,35.4565924336887,37.04874407913159,10.0
77.82628529271625,34.593396586292926,37.54898122222778,10.0
78.82405818108441,33.70632890808506,38.005550170551366,10.0
79.82183106945257,32.797596743392305,38.41731481588556,10.0
80.81960395782072,31.869461345598054,38.78325053927925,10.0
81.81737684618888,30.92423225032791,39.102446760668506,10.0
82.81514973455704,29.96426152849213,39.37410920472817,10.0
83.8129226229252,28.991937933484778,39.597561877315385,10.0
84.81069551129335,28.009680957103782,39.77224874758677,10.0
85.8084683996615,27.0199348089826,39.89773513160381,10.0
86.80624128802967,26.025162334515205,39.97370877398315,10.0
87.80401417639783,25.027838886408347,39.9999806249007,10.0
88.80178706476597,24.03044616511131,39.97648531051578,10.0
89.79955995313414,23.035466043450004,39.903281295644746,10.0
90.7973328415023,22.045374390832325,39.78055073827952,10.0
91.79510572987046,21.06263491239202,39.60859903631277,10.0
92.7928786182386,20.089693018401753,39.38785406759777,10.0
93.79065150660676,19.12896973921027,39.118865125234066,10.0
94.78842439497492,18.182855700845792,38.80230155072802,10.0
95.78619728334307,17.25370517627616,38.438951068429816,10.0
