Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.260802459386507,0.000662199130805234,-0.0309571464452782,0,0,0,0.468433948788035,0.00239243068282653,-6.12152490206223E-09,-7.99060718140977E-05,0.000748009649611086,-2.52254332097373E-09,0.00271655508610887,0,0,0,0,0,0,package://固定翼扑翼机50.SLDASM/meshes/base_link.STL,1,1,1,1,0,0,0,0,0,0,package://固定翼扑翼机50.SLDASM/meshes/base_link.STL,,机架7000-1/机架7002-1;机架7000-1/机架7003-1;机架7000-1/机架7003-2;机架7000-1/机架7004-1;机架7000-1/机架7005-1;机架7000-1/机架7005-2;机架7000-1/机架7005-4;机架7000-1/机架7001-1;内3外7长6隔离柱-1;内3外7长6隔离柱-3;中齿轮支撑72-1;AT2312 长轴-1;0.8M 87-1;0.8M 12T-1-1;空速记固定打印11-1;空速记固定打印12-1;金属摆臂40-1;中齿轮支撑71-1;1M 75-1;MF117ZZ-2;前起落架74-1;起落架1-1;尾翼固定71-1;尾翼固定72-1;12mm碳棍5000-1;固定安装架-1;后端固定410-1;起落架安装-1;起落架-1;3X68碳管-1;后端固定410-2;3X68碳管-2;平板尾翼-1;平板尾翼安装架-1;9g舵机摆臂1-1;9g舵机-1;9g舵机-2;9g舵机摆臂1-2;齿轮骨架48-1;齿轮导杆-2;机架7000-1/机架7005-3;齿轮骨架48-2;机架7000-1/机架7006-1;齿轮导杆-1;金属摆臂40-2,jijia,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
youyi_Link,-0.12151641416119,-0.309713216539523,0.00759174351901213,0,0,0,0.214476168777725,0.00531174129541553,0.000427622522365073,-1.80189948085956E-05,0.00131149896880772,-8.38632221238813E-05,0.00661375690256836,0,0,0,0,0,0,package://固定翼扑翼机50.SLDASM/meshes/youyi_Link.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://固定翼扑翼机50.SLDASM/meshes/youyi_Link.STL,,机翼摆件421-2;右翅-1/肋骨12-1;右翅-1/肋骨22-1;右翅-1/右侧翼膜-1;右翅-1/2.5mm碳管-1;右翅-1/肋骨32-1;右翅-1/15 328mm碳管-1;右翅-1/5mm碳管-1;右翅-1/15 300mm碳管-1;右翅-1/肋骨511-1;右翅-1/肋骨512-1;右翅-1/肋骨412-1;右翅-1/肋骨411-1;右翅-1/边角锁定-1,youyi,Axis_youyijiont,youyijiont,revolute,0,-0.056,0,-0.086617,0,0,base_link,1,0,0,100,100,-0.5233,0.5233,,,,,,,,
zuowei_Link,-0.0401317762710673,0.110798485089615,-0.00247150462781975,0,0,0,0.083794400478234,0.000243940278731935,-3.42329956566071E-07,-1.1033551138239E-08,5.66728385808337E-05,1.39538148010244E-08,0.000300206784611699,0,0,0,0,0,0,package://固定翼扑翼机50.SLDASM/meshes/zuowei_Link.STL,1,1,1,1,0,0,0,0,0,0,package://固定翼扑翼机50.SLDASM/meshes/zuowei_Link.STL,,平板尾翼20-1;A1-1;B1-2,zuowei,Axis_zuoweijoint,zuoweijoint,revolute,-0.53908,0.00073629,0.0093843,-0.53545,-0.20053,0.11763,base_link,0,1,0,10,10,-0.5233,0.725,,,,,,,,
youwei_Link,-0.0401318162090121,-0.110798598518838,-0.00247150577330381,0,0,0,0.083794278477627,0.000243939481475365,3.42611123072419E-07,-1.10324544090489E-08,5.66727399443133E-05,-1.3949984414543E-08,0.000300205889273297,0,0,0,0,0,0,package://固定翼扑翼机50.SLDASM/meshes/youwei_Link.STL,1,1,1,1,0,0,0,0,0,0,package://固定翼扑翼机50.SLDASM/meshes/youwei_Link.STL,,平板尾翼10-1;A1-2;B1-1,youwei,Axis_youweijoint,youweijoint,revolute,-0.53899,-0.00074537,0.0094,0.53219,-0.17122,-0.099999,base_link,0,1,0,10,10,-0.5233,0.725,,,,,,,,
zuoyi_Link,-0.122632640539888,0.299249209491994,0.00783961069426547,0,0,0,0.211489786148495,0.00491215371685857,-0.000414948693139294,-2.07263342869917E-05,0.00131016682166684,8.72646643974202E-05,0.00621108312951653,0,0,0,0,0,0,package://固定翼扑翼机50.SLDASM/meshes/zuoyi_Link.STL,1,1,1,1,0,0,0,0,0,0,package://固定翼扑翼机50.SLDASM/meshes/zuoyi_Link.STL,,左翅-1/左侧翼膜-1;机翼摆件421-1;左翅-1/肋骨11-1;左翅-1/1 215mm碳管-1;左翅-1/肋骨21-1;左翅-1/1 174mm碳管-1;左翅-1/肋骨31-1;左翅-1/1 133mm碳管-1;左翅-1/15 328mm碳管-1;左翅-1/2.5mm碳管-1;左翅-1/15 300mm碳管-1;左翅-1/边角锁定-1;左翅-1/肋骨522-1;左翅-1/肋骨521-1;左翅-1/肋骨421-1;左翅-1/肋骨422-1;机翼摆件40-2,zuoyi,Axis_zuoyijiont,zuoyijoint,revolute,0,0.056,0,0.0866171988231493,0,0,base_link,-1,0,0,100,100,-0.5233,0.5233,,,,,,,,
