f_hz,pitch_deg,airspeed,mean_Fx,mean_Fz,mean_Pin,mean_sep_ratio,csv
2.0,0.0,5.0,0.3812811179611533,0.014928868643176866,8.952636619232639,0.0,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p000_pitch0p000_U5p000/windtunnel_v50.csv
2.0,0.0,6.0,0.2872268134700854,0.0097260237486723,10.405448697896235,0.0,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p000_pitch0p000_U6p000/windtunnel_v50.csv
2.0,0.0,7.0,0.1790811717067893,0.004896347980658359,11.7284986350631,0.0,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p000_pitch0p000_U7p000/windtunnel_v50.csv
2.0,0.0,8.0,0.05811165713380428,0.00023116037591768034,12.91485777811492,0.0,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p000_pitch0p000_U8p000/windtunnel_v50.csv
2.0,0.0,9.0,-0.07475510779291876,-0.00441100826343101,13.961641029612265,0.0,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p000_pitch0p000_U9p000/windtunnel_v50.csv
2.0,5.0,5.0,0.29248646149773466,1.7520285545535286,8.965989924391769,0.0,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p000_pitch5p000_U5p000/windtunnel_v50.csv
2.0,5.0,6.0,nan,nan,nan,nan,
2.0,5.0,7.0,0.012789915708556686,3.277946792589597,11.756891202391568,0.0,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p000_pitch5p000_U7p000/windtunnel_v50.csv
2.0,5.0,8.0,-0.15670678192955723,4.230136943323874,12.952630859762758,0.0,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p000_pitch5p000_U8p000/windtunnel_v50.csv
2.0,5.0,9.0,-0.34462425973663036,5.308736227219438,14.010022058243049,0.0,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p000_pitch5p000_U9p000/windtunnel_v50.csv
2.0,10.0,5.0,0.028925126927879494,3.458237894019403,8.990251479106561,0.0,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p000_pitch10p000_U5p000/windtunnel_v50.csv
2.0,10.0,6.0,-0.20736391675932658,4.850056243465438,10.464210916162786,0.0,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p000_pitch10p000_U6p000/windtunnel_v50.csv
2.0,10.0,7.0,-0.483552525792123,6.491050926902341,11.812230906556193,0.0,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p000_pitch10p000_U7p000/windtunnel_v50.csv
2.0,10.0,8.0,-0.798427316537107,8.381941098012117,13.027312652800909,0.0,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p000_pitch10p000_U8p000/windtunnel_v50.csv
2.0,10.0,9.0,-1.1510961537010234,10.523213045084404,14.10653301569515,0.0,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p000_pitch10p000_U9p000/windtunnel_v50.csv
2.0,15.0,5.0,-0.4036047574859849,5.103682867109398,9.028016774166609,0.0,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p000_pitch15p000_U5p000/windtunnel_v50.csv
2.0,15.0,6.0,-0.8153800532522681,7.1611627592921065,10.523949884547065,0.0,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p000_pitch15p000_U6p000/windtunnel_v50.csv
2.0,15.0,7.0,-1.2986672060848024,9.58627344073732,11.897697285222106,0.0,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p000_pitch15p000_U7p000/windtunnel_v50.csv
2.0,15.0,8.0,-1.852346609927915,12.380208284720496,13.142158365697593,0.0,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p000_pitch15p000_U8p000/windtunnel_v50.csv
2.0,15.0,9.0,-2.4755872342432217,15.543773831305767,14.254357093809048,0.0,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p000_pitch15p000_U9p000/windtunnel_v50.csv
2.5,0.0,5.0,0.6601121516116658,0.024021196184924425,13.955382557854149,0.0,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p500_pitch0p000_U5p000/windtunnel_v50.csv
2.5,0.0,6.0,0.5529282852688453,0.014742753170975172,16.190484026357524,0.0,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p500_pitch0p000_U6p000/windtunnel_v50.csv
2.5,0.0,7.0,0.4315307166287388,0.0061199686126418296,18.243898128402353,0.0,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p500_pitch0p000_U7p000/windtunnel_v50.csv
2.5,0.0,8.0,0.29691060866172864,-0.00209717393419196,20.096672218005192,0.0,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p500_pitch0p000_U8p000/windtunnel_v50.csv
2.5,0.0,9.0,0.15019977234482831,-0.01010851438365308,21.738938320218168,0.0,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p500_pitch0p000_U9p000/windtunnel_v50.csv
2.5,5.0,5.0,0.5674203793573659,1.831716778445095,13.972033649014175,0.0,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p500_pitch5p000_U5p000/windtunnel_v50.csv
2.5,5.0,6.0,0.4249937738951035,2.5314637729295373,16.216758418649384,0.0,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p500_pitch5p000_U6p000/windtunnel_v50.csv
2.5,5.0,7.0,0.2618487110412008,3.3565329171110543,18.28162151431988,0.0,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p500_pitch5p000_U7p000/windtunnel_v50.csv
2.5,5.0,8.0,0.07896831206829596,4.3072227865519785,20.147629655353203,0.0,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p500_pitch5p000_U8p000/windtunnel_v50.csv
2.5,5.0,9.0,-0.12252072644826306,5.383775283747777,21.804889744470447,0.0,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p500_pitch5p000_U9p000/windtunnel_v50.csv
