f_hz,pitch_deg,airspeed,mean_Fx,mean_Fz,mean_Pin,mean_sep_ratio,abs_Fx,Fz_target,abs_Fz_err,score,csv
3.0,10.0,7.0,0.03804691672900654,6.82760239123427,26.3646815642559,0.0,0.03804691672900654,6.376500000000001,0.45110239123426865,0.4891493079632752,outputs_DeLaurier/trim_scan_sep_off_twist_on/f3p000_pitch10p000_U7p000/windtunnel_v50.csv
2.5,10.0,7.0,-0.24500544850436465,6.646703719968339,18.356481402987974,0.0,0.24500544850436465,6.376500000000001,0.2702037199683378,0.5152091684727025,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p500_pitch10p000_U7p000/windtunnel_v50.csv
2.0,10.0,7.0,-0.483552525792123,6.491050926902341,11.812230906556193,0.0,0.483552525792123,6.376500000000001,0.11455092690234014,0.5981034526944631,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p000_pitch10p000_U7p000/windtunnel_v50.csv
3.0,15.0,5.0,0.14163427061103837,5.576813622126994,20.259618645545572,0.0,0.14163427061103837,6.376500000000001,0.799686377873007,0.9413206484840454,outputs_DeLaurier/trim_scan_sep_off_twist_on/f3p000_pitch15p000_U5p000/windtunnel_v50.csv
3.5,15.0,5.0,0.4951841055895816,5.8640920971442485,27.765900880347235,0.0,0.4951841055895816,6.376500000000001,0.5124079028557524,1.007592008445334,outputs_DeLaurier/trim_scan_sep_off_twist_on/f3p500_pitch15p000_U5p000/windtunnel_v50.csv
3.5,10.0,7.0,0.3654973960203552,7.031834921301861,35.90897351058515,0.0,0.3654973960203552,6.376500000000001,0.6553349213018604,1.0208323173222156,outputs_DeLaurier/trim_scan_sep_off_twist_on/f3p500_pitch10p000_U7p000/windtunnel_v50.csv
3.0,5.0,9.0,0.1411026721793013,5.471734124770497,31.32087174033068,0.0,0.1411026721793013,6.376500000000001,0.9047658752295042,1.0458685474088056,outputs_DeLaurier/trim_scan_sep_off_twist_on/f3p000_pitch5p000_U9p000/windtunnel_v50.csv
4.0,15.0,5.0,0.9165482647981423,6.187593961807281,36.577860416101785,0.0,0.9165482647981423,6.376500000000001,0.18890603819272034,1.1054543029908626,outputs_DeLaurier/trim_scan_sep_off_twist_on/f4p000_pitch15p000_U5p000/windtunnel_v50.csv
2.5,5.0,9.0,-0.12252072644826306,5.383775283747777,21.804889744470447,0.0,0.12252072644826306,6.376500000000001,0.9927247162522237,1.1152454427004868,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p500_pitch5p000_U9p000/windtunnel_v50.csv
2.5,15.0,5.0,-0.15645284050908373,5.323036052022191,14.046985356102164,0.0,0.15645284050908373,6.376500000000001,1.0534639479778098,1.2099167884868935,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p500_pitch15p000_U5p000/windtunnel_v50.csv
3.5,5.0,9.0,0.44434387052270347,5.571648107388832,42.60687507844544,0.0,0.44434387052270347,6.376500000000001,0.8048518926111692,1.2491957631338726,outputs_DeLaurier/trim_scan_sep_off_twist_on/f3p500_pitch5p000_U9p000/windtunnel_v50.csv
2.0,5.0,9.0,-0.34462425973663036,5.308736227219438,14.010022058243049,0.0,0.34462425973663036,6.376500000000001,1.0677637727805633,1.4123880325171938,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p000_pitch5p000_U9p000/windtunnel_v50.csv
2.5,10.0,6.0,0.044103018632294745,5.0036474243992455,16.26683198687056,0.0,0.044103018632294745,6.376500000000001,1.3728525756007555,1.4169555942330503,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p500_pitch10p000_U6p000/windtunnel_v50.csv
4.0,5.0,9.0,0.791056211450621,5.683391486926458,55.686368227005055,0.0,0.791056211450621,6.376500000000001,0.6931085130735433,1.4841647245241643,outputs_DeLaurier/trim_scan_sep_off_twist_on/f4p000_pitch5p000_U9p000/windtunnel_v50.csv
3.0,10.0,6.0,0.34369816714295004,5.181870578412964,23.39969067888369,0.0,0.34369816714295004,6.376500000000001,1.1946294215870372,1.5383275887299872,outputs_DeLaurier/trim_scan_sep_off_twist_on/f3p000_pitch10p000_U6p000/windtunnel_v50.csv
3.0,15.0,6.0,-0.3022997780918822,7.650448469067922,23.49115231564748,0.0,0.3022997780918822,6.376500000000001,1.2739484690679213,1.5762482471598034,outputs_DeLaurier/trim_scan_sep_off_twist_on/f3p000_pitch15p000_U6p000/windtunnel_v50.csv
2.5,15.0,6.0,-0.5814091645157848,7.388083690641313,16.34495376003809,0.0,0.5814091645157848,6.376500000000001,1.011583690641312,1.5929928551570969,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p500_pitch15p000_U6p000/windtunnel_v50.csv
3.5,15.0,6.0,0.02381076415639087,7.946097843601738,32.0477391601791,0.0,0.02381076415639087,6.376500000000001,1.5695978436017368,1.5934086077581278,outputs_DeLaurier/trim_scan_sep_off_twist_on/f3p500_pitch15p000_U6p000/windtunnel_v50.csv
2.0,15.0,6.0,-0.8153800532522681,7.1611627592921065,10.523949884547065,0.0,0.8153800532522681,6.376500000000001,0.7846627592921056,1.6000428125443737,outputs_DeLaurier/trim_scan_sep_off_twist_on/f2p000_pitch15p000_U6p000/windtunnel_v50.csv
4.0,10.0,7.0,0.7445209507591288,7.26000938037244,47.013767128448684,0.0,0.7445209507591288,6.376500000000001,0.8835093803724394,1.6280303311315683,outputs_DeLaurier/trim_scan_sep_off_twist_on/f4p000_pitch10p000_U7p000/windtunnel_v50.csv
