step,t,wing_q,wing_qd,wing_qdd,wing_q_R,wing_qd_R,wing_qdd_R,airspeed,v_air_wx,v_air_wy,v_air_wz,body_pitch_deg,mod_enabled,mod_delta,mod_mode,mod_smooth,mod_f_eff_hz,mod_fd_hz,mod_fu_hz,omega_w_norm_L,omega_w_norm_R,omega_c_norm_L,omega_c_norm_R,joint_pos_L,joint_pos_R,joint_vel_L,joint_vel_R,eta_tip_L,eta_tip_R,tau_twist_x_L,tau_twist_x_R,tau_hinge_L,tau_hinge_R,power_in_L,power_in_R,power_in_T,F_wang_x_L,F_wang_y_L,F_wang_z_L,tau_wang_x_L,tau_wang_y_L,tau_wang_z_L,F_link_x_L,F_link_y_L,F_link_z_L,tau_link_x_L,tau_link_y_L,tau_link_z_L,F_world_x_L,F_world_y_L,F_world_z_L,tau_world_x_L,tau_world_y_L,tau_world_z_L,F_wang_x_R,F_wang_y_R,F_wang_z_R,tau_wang_x_R,tau_wang_y_R,tau_wang_z_R,F_link_x_R,F_link_y_R,F_link_z_R,tau_link_x_R,tau_link_y_R,tau_link_z_R,F_world_x_R,F_world_y_R,F_world_z_R,tau_world_x_R,tau_world_y_R,tau_world_z_R,p_base_wx,p_base_wy,p_base_wz,p_wing_L_wx,p_wing_L_wy,p_wing_L_wz,p_wing_R_wx,p_wing_R_wy,p_wing_R_wz,F_world_x_T,F_world_y_T,F_world_z_T,tau_world_x_T,tau_world_y_T,tau_world_z_T,tau_world_x_T_about_base,tau_world_y_T_about_base,tau_world_z_T_about_base,aoa_mean_deg_L,aoa_mean_deg_R,aoa_max_deg_L,aoa_max_deg_R,aoa_frac_pre_L,aoa_frac_pre_R,aoa_frac_mid_L,aoa_frac_mid_R,aoa_frac_post_L,aoa_frac_post_R,del_sep_ratio_L,del_sep_ratio_R
623,2.595833333333333,-0.4751405085452806,-6.193288545797822,379.8453571962213,-0.4751405085452806,-6.193288545797822,379.8453571962213,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,6.193286418914795,6.193286895751953,6.193288326263428,6.193288326263428,-0.4815586805343628,-0.48255810141563416,1.6566882133483887,1.3138161897659302,0.0,0.0,0.0,0.0,nan,nan,6.5506911277771,6.5506911277771,13.1013822555542,0.0,3.2078053951263428,0.30837705731391907,0.0,0.0,0.0,0.30837705731391907,0.0,3.2078053951263428,0.0,0.0,0.0,-0.1677318513393402,-1.7087159156799316,2.727135419845581,0.0,0.0,0.0,0.0,3.2078053951263428,0.30837705731391907,0.0,0.0,0.0,0.30837705731391907,0.0,3.2078053951263428,-0.0,-0.0,-0.0,-0.1677318513393402,1.7087159156799316,2.727135419845581,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-1.341104507446289e-07,0.056000009179115295,0.6000000238418579,-2.9802322387695312e-08,-0.055999964475631714,0.6000000238418579,-0.3354637026786804,0.0,5.454270839691162,0.0,0.0,0.0,1.341104507446289e-07,4.670075099966198e-07,1.8533319234848022e-07,11.538535118103027,11.538532257080078,26.279972076416016,26.279972076416016,0.7177879214286804,0.7177879214286804,0.28221216797828674,0.28221216797828674,0.0,0.0,0.6354192495346069,0.6354192495346069
624,2.6,-0.49759276932562446,-4.571329029575229,397.7945466730004,-0.49759276932562446,-4.571329029575229,397.7945466730004,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,4.5713276863098145,4.5713276863098145,4.571329116821289,4.571329116821289,-0.49835285544395447,-0.4992712140083313,2.6905457973480225,2.3791160583496094,0.0,0.0,0.0,0.0,nan,nan,2.734445571899414,2.734445571899414,5.468891143798828,0.0,2.148470401763916,0.3847014307975769,0.0,0.0,0.0,0.3847014307975769,0.0,2.148470401763916,0.0,0.0,0.0,0.06765563786029816,-1.18496835231781,1.8317185640335083,0.0,0.0,0.0,0.0,2.148470401763916,0.3847014307975769,0.0,0.0,0.0,0.3847014307975769,0.0,2.148470401763916,-0.0,-0.0,-0.0,0.0676555410027504,1.1849679946899414,1.8317188024520874,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-1.7881393432617188e-07,0.056000009179115295,0.6000000238418579,-1.1920928955078125e-07,-0.055999934673309326,0.6000000238418579,0.13531118631362915,-3.5762786865234375e-07,3.6634373664855957,0.0,0.0,0.0,1.2665987014770508e-07,5.378295213631645e-07,6.007030606269836e-08,8.937902450561523,8.93790054321289,18.53630828857422,18.536298751831055,0.9283608198165894,0.9283608198165894,0.07163921743631363,0.07163921743631363,0.0,0.0,0.5503698587417603,0.5503698587417603
625,2.6041666666666665,-0.5131468587069697,-2.8859967854694397,410.2290761030585,-0.5131468587069697,-2.8859967854694397,410.2290761030585,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,2.885995864868164,2.8859965801239014,2.8859968185424805,2.8859968185424805,-0.5082993507385254,-0.5091236233711243,3.677306652069092,3.4014434814453125,0.0,0.0,0.0,0.0,nan,nan,0.5313851833343506,0.5313851833343506,1.0627703666687012,0.0,1.1560840606689453,0.5099149346351624,0.0,0.0,0.0,0.5099149346351624,0.0,1.1560840606689453,0.0,0.0,0.0,0.33645424246788025,-0.652548611164093,1.028359055519104,0.0,0.0,0.0,0.0,1.1560840606689453,0.5099149346351624,0.0,0.0,0.0,0.5099149346351624,0.0,1.1560840606689453,-0.0,-0.0,-0.0,0.3364541828632355,0.6525486707687378,1.028359055519104,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-1.9371509552001953e-07,0.056000009179115295,0.6000000238418579,0.0,-0.055999964475631714,0.6000000238418579,0.6729084253311157,5.960464477539063e-08,2.056718111038208,0.0,0.0,0.0,4.470348358154297e-08,1.591002103396022e-07,1.0989606380462646e-07,7.135428428649902,7.1354289054870605,10.199697494506836,10.199697494506836,1.0,1.0,0.0,0.0,0.0,0.0,0.4088520109653473,0.4088520109653473
626,2.6083333333333334,-0.5215871490091728,-1.160655719470593,416.9765645344192,-0.5215871490091728,-1.160655719470593,416.9765645344192,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,1.1606557369232178,1.1606556177139282,1.1606557369232178,1.1606557369232178,-0.5111831426620483,-0.5119017958641052,4.615687370300293,4.379265308380127,0.0,0.0,0.0,0.0,nan,nan,-0.24902892112731934,-0.24902892112731934,-0.49805784225463867,0.0,0.13021142780780792,0.7129623889923096,0.0,0.0,0.0,0.7129623889923096,0.0,0.13021142780780792,0.0,0.0,0.0,0.6835747361183167,-0.07440207153558731,0.2290421724319458,0.0,0.0,0.0,0.0,0.13021142780780792,0.7129623889923096,0.0,0.0,0.0,0.7129623889923096,0.0,0.13021142780780792,-0.0,-0.0,-0.0,0.6835747361183167,0.07440205663442612,0.2290421724319458,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,0.0,0.05600005388259888,0.6000000834465027,0.0,-0.055999934673309326,0.6000000238418579,1.3671494722366333,-1.4901161193847656e-08,0.4580843448638916,0.0,0.0,0.0,3.166496753692627e-08,-4.074422932376365e-08,-8.195638656616211e-08,7.88958215713501,7.889580726623535,9.965907096862793,9.965907096862793,1.0,1.0,0.0,0.0,0.0,0.0,0.1542074829339981,0.1542074829339981
627,2.6125,-0.5227966317611465,0.580775616687879,417.9434709540648,-0.5227966317611465,0.580775616687879,417.9434709540648,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,0.5807754397392273,0.5807755589485168,0.5807756781578064,0.5807756781578064,-0.5069332122802734,-0.5075368881225586,5.497603893280029,5.304052352905273,0.0,0.0,0.0,0.0,nan,nan,0.3706552982330322,0.3706552982330322,0.7413105964660645,0.0,-0.9603108763694763,0.5600298643112183,0.0,0.0,0.0,0.5600298643112183,0.0,-0.9603108763694763,0.0,0.0,0.0,0.6882588267326355,0.549669086933136,-0.6782286763191223,0.0,0.0,0.0,0.0,-0.9603108763694763,0.5600298643112183,0.0,0.0,0.0,0.5600298643112183,0.0,-0.9603108763694763,-0.0,-0.0,-0.0,0.6882588863372803,-0.5496690273284912,-0.6782286763191223,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-1.341104507446289e-07,0.05600002408027649,0.6000000834465027,-7.450580596923828e-08,-0.05599997937679291,0.6000000238418579,1.3765177726745605,5.960464477539063e-08,-1.3564573526382446,0.0,0.0,0.0,-6.332993507385254e-08,-1.825129629651201e-07,-5.960464477539063e-08,11.230330467224121,11.23033332824707,12.824060440063477,12.824060440063477,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
628,2.6166666666666667,-0.5167585397993764,2.3141556104735668,413.11639105505924,-0.5167585397993764,2.3141556104735668,413.11639105505924,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,2.3141555786132812,2.314154863357544,2.3141555786132812,2.3141555786132812,-0.4955637454986572,-0.4960445761680603,6.3180766105651855,6.170376300811768,0.0,0.0,0.0,0.0,nan,nan,2.658234119415283,2.658234119415283,5.316468238830566,0.0,-2.167163372039795,0.25194036960601807,0.0,0.0,0.0,0.25194036960601807,0.0,-2.167163372039795,0.0,0.0,0.0,0.5579865574836731,1.2297030687332153,-1.713637113571167,0.0,0.0,0.0,0.0,-2.167163372039795,0.25194036960601807,0.0,0.0,0.0,0.25194036960601807,0.0,-2.167163372039795,-0.0,-0.0,-0.0,0.5579866170883179,-1.2297027111053467,-1.713637351989746,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-5.960464477539063e-08,0.05600006878376007,0.6000000238418579,-8.940696716308594e-08,-0.05599990487098694,0.6000000834465027,1.1159732341766357,3.5762786865234375e-07,-3.427274465560913,0.0,0.0,0.0,-1.9371509552001953e-07,-2.8861043688266363e-07,-5.21540641784668e-08,15.074581146240234,15.074581146240234,21.55278778076172,21.55278778076172,0.5062065124511719,0.5062065124511719,0.4937935173511505,0.4937935173511505,0.0,0.0,0.0,0.0
629,2.620833333333333,-0.5035565797125495,4.0154542658050545,402.5622430616071,-0.5035565797125495,4.0154542658050545,402.5622430616071,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,4.015453815460205,4.015453815460205,4.015453815460205,4.015454292297363,-0.4773646593093872,-0.4777158498764038,7.0444536209106445,6.944516181945801,0.0,0.0,0.0,0.0,nan,nan,6.503806114196777,6.503806114196777,13.007612228393555,0.0,-3.277404308319092,0.07814294099807739,0.0,0.0,0.0,0.07814294099807739,0.0,-3.277404308319092,0.0,0.0,0.0,0.549800455570221,1.823893666267395,-2.6680736541748047,0.0,0.0,0.0,0.0,-3.277404308319092,0.07814294099807739,0.0,0.0,0.0,0.07814294099807739,0.0,-3.277404308319092,-0.0,-0.0,-0.0,0.5498003363609314,-1.8238931894302368,-2.668074131011963,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-1.043081283569336e-07,0.05600006878376007,0.6000000238418579,-2.9802322387695312e-08,-0.055999964475631714,0.6000000238418579,1.0996007919311523,4.76837158203125e-07,-5.336147785186768,0.0,0.0,0.0,-2.5331974029541016e-07,-4.233579034007562e-07,-1.993030309677124e-07,18.819528579711914,18.81952667236328,29.51561164855957,29.51561164855957,0.29311418533325195,0.29311418533325195,0.7068858742713928,0.7068858742713928,0.0,0.0,0.0,0.0
630,2.625,-0.483373771409905,5.661086332958835,386.4273400359471,-0.483373771409905,5.661086332958835,386.4273400359471,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,5.661086559295654,5.6610846519470215,5.661086559295654,5.661086082458496,-0.4525800347328186,-0.4527962803840637,7.668023109436035,7.617136478424072,0.0,0.0,0.0,0.0,nan,nan,11.612701416015625,11.612701416015625,23.22540283203125,0.0,-4.288323402404785,0.03516135364770889,0.0,0.0,0.0,0.03516135364770889,0.0,-4.288323402404785,0.0,0.0,0.0,0.6615589261054993,2.3140835762023926,-3.549410343170166,0.0,0.0,0.0,0.0,-4.288323402404785,0.03516135364770889,0.0,0.0,0.0,0.03516135364770889,0.0,-4.288323402404785,-0.0,-0.0,-0.0,0.6615586280822754,-2.3140828609466553,-3.549410820007324,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-1.043081283569336e-07,0.05600003898143768,0.6000000834465027,-1.043081283569336e-07,-0.05599990487098694,0.6000000238418579,1.3231174945831299,7.152557373046875e-07,-7.09882116317749,0.0,0.0,0.0,-5.811452865600586e-07,-7.798967089911457e-07,-1.0803341865539551e-07,22.27989387512207,22.279890060424805,36.285003662109375,36.285003662109375,0.20615608990192413,0.20615608990192413,0.7816482186317444,0.7816482186317444,0.012195754796266556,0.012195754796266556,0.0,0.0
631,2.6291666666666664,-0.45648991090048835,7.228238272914854,364.93536152778427,-0.45648991090048835,7.228238272914854,364.93536152778427,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,7.228237152099609,7.228235721588135,7.228238582611084,7.228238582611084,-0.4215453863143921,-0.4216235876083374,8.181416511535645,8.180208206176758,0.0,0.0,0.0,0.0,nan,nan,17.6636905670166,17.6636905670166,35.3273811340332,0.0,-5.197780609130859,0.11566312611103058,0.0,0.0,0.0,0.11566312611103058,0.0,-5.197780609130859,0.0,0.0,0.0,0.8866133689880371,2.686204433441162,-4.3621697425842285,0.0,0.0,0.0,0.0,-5.197780609130859,0.11566312611103058,0.0,0.0,0.0,0.11566312611103058,0.0,-5.197780609130859,-0.0,-0.0,-0.0,0.8866133093833923,-2.686203956604004,-4.362170219421387,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-1.043081283569336e-07,0.05600002408027649,0.6000000238418579,-1.6391277313232422e-07,-0.055999934673309326,0.6000000238418579,1.7732267379760742,4.76837158203125e-07,-8.724340438842773,0.0,0.0,0.0,-3.725290298461914e-07,-1.275717750104377e-06,7.82310962677002e-08,25.381458282470703,25.38145637512207,41.84636688232422,41.84636688232422,0.16216474771499634,0.16216474771499634,0.6630146503448486,0.6630146503448486,0.17482061684131622,0.17482061684131622,0.0,0.0
632,2.6333333333333333,-0.423277691456975,8.695184523413365,338.384252685423,-0.423277691456975,8.695184523413365,338.384252685423,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,8.695181846618652,8.695185661315918,8.695185661315918,8.695185661315918,-0.3846847414970398,-0.3846237063407898,8.578519821166992,8.626943588256836,0.0,0.0,0.0,0.0,nan,nan,24.313501358032227,24.313501358032227,48.62700271606445,0.0,-6.002615451812744,0.30824512243270874,0.0,0.0,0.0,0.30824512243270874,0.0,-6.002615451812744,0.0,0.0,0.0,1.2133123874664307,2.929788589477539,-5.1059393882751465,0.0,0.0,0.0,0.0,-6.002615451812744,0.30824512243270874,0.0,0.0,0.0,0.30824512243270874,0.0,-6.002615451812744,-0.0,-0.0,-0.0,1.2133128643035889,-2.929788589477539,-5.105939865112305,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-1.341104507446289e-07,0.05600005388259888,0.6000000238418579,1.4901161193847656e-08,-0.0559999942779541,0.6000000238418579,2.4266252517700195,0.0,-10.21187973022461,0.0,0.0,0.0,-2.980232238769531e-07,-7.533134862569568e-07,-4.917383193969727e-07,28.1013240814209,28.10132598876953,46.33083724975586,46.33083724975586,0.1327008605003357,0.1327008605003357,0.5572007298469543,0.5572007298469543,0.31009846925735474,0.31009846925735474,0.0,0.0
633,2.6375,-0.38419753693675024,10.041588682294242,307.14209381652995,-0.38419753693675024,10.041588682294242,307.14209381652995,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,10.04158878326416,10.04158878326416,10.04158878326416,10.04158878326416,-0.34250524640083313,-0.3423056900501251,8.854437828063965,8.951787948608398,0.0,0.0,0.0,0.0,nan,nan,31.197282791137695,31.197282791137695,62.39456558227539,0.0,-6.697568893432617,0.5969313979148865,0.0,0.0,0.0,0.5969313979148865,0.0,-6.697568893432617,0.0,0.0,0.0,1.6243427991867065,3.038100481033325,-5.774531841278076,0.0,0.0,0.0,0.0,-6.697568893432617,0.5969313979148865,0.0,0.0,0.0,0.5969313979148865,0.0,-6.697568893432617,-0.0,-0.0,-0.0,1.624342918395996,-3.0380990505218506,-5.774532318115234,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-7.450580596923828e-08,0.05600002408027649,0.6000000834465027,2.9802322387695312e-08,-0.055999934673309326,0.6000000834465027,3.248685836791992,1.430511474609375e-06,-11.549064636230469,0.0,0.0,0.0,-4.76837158203125e-07,-2.581416822522442e-07,-4.544854164123535e-07,30.44283676147461,30.44283676147461,49.906219482421875,49.906219482421875,0.11794667690992355,0.11794667690992355,0.4873591661453247,0.4873591661453247,0.3946942090988159,0.3946942090988159,0.0,0.0
634,2.6416666666666666,-0.33979121888635344,11.248785432790465,271.64199765915396,-0.33979121888635344,11.248785432790465,271.64199765915396,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,11.248780250549316,11.248785018920898,11.248784065246582,11.248784065246582,-0.2955905497074127,-0.2952550947666168,9.005532264709473,9.150405883789062,0.0,0.0,0.0,0.0,nan,nan,37.93049621582031,37.93049621582031,75.86099243164062,0.0,-7.274871826171875,0.9607900381088257,0.0,0.0,0.0,0.9607900381088257,0.0,-7.274871826171875,0.0,0.0,0.0,2.096341848373413,3.008910655975342,-6.3559956550598145,0.0,0.0,0.0,0.0,-7.274871826171875,0.9607900381088257,0.0,0.0,0.0,0.9607900381088257,0.0,-7.274871826171875,-0.0,-0.0,-0.0,2.0963423252105713,-3.0089101791381836,-6.355996131896973,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-1.4901161193847656e-07,0.0559999942779541,0.6000000238418579,-5.960464477539063e-08,-0.055999964475631714,0.6000000834465027,4.192684173583984,4.76837158203125e-07,-12.711992263793945,0.0,0.0,0.0,0.0,-1.4509157608699752e-06,-3.0547380447387695e-07,32.42159652709961,32.421600341796875,52.729820251464844,52.72982406616211,0.10318942368030548,0.10318942368030548,0.4313190281391144,0.4313190281391144,0.46549156308174133,0.46549156308174133,0.0,0.0
635,2.6458333333333335,-0.29067434591585317,12.300039302422448,232.3761051025249,-0.29067434591585317,12.300039302422448,232.3761051025249,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,12.300037384033203,12.300037384033203,12.300039291381836,12.300039291381836,-0.24459262192249298,-0.24412588775157928,9.029446601867676,9.219796180725098,0.0,0.0,0.0,0.0,nan,nan,44.11680603027344,44.11680603027344,88.23361206054688,0.0,-7.724502086639404,1.3740513324737549,0.0,0.0,0.0,1.3740513324737549,0.0,-7.724502086639404,0.0,0.0,0.0,2.6001760959625244,2.845733165740967,-6.833508491516113,0.0,0.0,0.0,0.0,-7.724502086639404,1.3740513324737549,0.0,0.0,0.0,1.3740513324737549,0.0,-7.724502086639404,-0.0,-0.0,-0.0,2.6001768112182617,-2.845731735229492,-6.8335089683532715,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-1.341104507446289e-07,0.05600002408027649,0.6000000834465027,1.4901161193847656e-08,-0.055999964475631714,0.6000000834465027,5.200352668762207,1.430511474609375e-06,-13.667016983032227,0.0,0.0,0.0,-3.5762786865234375e-07,-8.146176924128667e-07,-5.513429641723633e-07,34.057472229003906,34.057472229003906,54.9323844909668,54.9323844909668,0.08843955397605896,0.08843955397605896,0.40362125635147095,0.40362125635147095,0.5079392194747925,0.5079392194747925,0.0,0.0
636,2.65,-0.23752782946373016,13.180776668292628,189.88876259557114,-0.23752782946373016,13.180776668292628,189.88876259557114,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,13.180776596069336,13.180774688720703,13.180777549743652,13.180777549743652,-0.1902221292257309,-0.189630389213562,8.92525863647461,9.158390998840332,0.0,0.0,0.0,0.0,nan,nan,49.364227294921875,49.364227294921875,98.72845458984375,0.0,-8.034976959228516,1.8069660663604736,0.0,0.0,0.0,1.8069660663604736,0.0,-8.034976959228516,0.0,0.0,0.0,3.102109432220459,2.559126138687134,-7.187056064605713,0.0,0.0,0.0,0.0,-8.034976959228516,1.8069660663604736,0.0,0.0,0.0,1.8069660663604736,0.0,-8.034976959228516,-0.0,-0.0,-0.0,3.102109670639038,-2.55912446975708,-7.187056541442871,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-2.9802322387695312e-08,0.05600002408027649,0.6000000238418579,-5.960464477539063e-08,-0.055999934673309326,0.6000000238418579,6.204218864440918,1.6689300537109375e-06,-14.374113082885742,0.0,0.0,0.0,-5.960464477539062e-07,-1.0123732181455125e-06,-1.7881393432617188e-07,35.37021255493164,35.37021255493164,56.616065979003906,56.61607360839844,0.08843955397605896,0.08843955397605896,0.3611906170845032,0.3611906170845032,0.5503698587417603,0.5503698587417603,0.0,0.0
637,2.654166666666667,-0.18108844426294585,13.878787792475276,144.76897582520363,-0.18108844426294585,13.878787792475276,144.76897582520363,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,13.878785133361816,13.878787994384766,13.878787994384766,13.878787994384766,-0.1332380622625351,-0.1325293332338333,8.693574905395508,8.96617317199707,0.0,0.0,0.0,0.0,nan,nan,53.30942916870117,53.30942916870117,106.61885833740234,0.0,-8.194536209106445,2.2274556159973145,0.0,0.0,0.0,2.2274556159973145,0.0,-8.194536209106445,0.0,0.0,0.0,3.565892457962036,2.1676135063171387,-7.395799160003662,0.0,0.0,0.0,0.0,-8.194536209106445,2.2274556159973145,0.0,0.0,0.0,2.2274556159973145,0.0,-8.194536209106445,-0.0,-0.0,-0.0,3.5658929347991943,-2.167611837387085,-7.39579963684082,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-1.341104507446289e-07,0.05600002408027649,0.6000000238418579,4.470348358154297e-08,-0.055999964475631714,0.6000000834465027,7.1317853927612305,1.6689300537109375e-06,-14.79159927368164,0.0,0.0,0.0,-2.980232238769531e-07,-8.737797543290071e-07,-5.811452865600586e-07,36.37723159790039,36.377235412597656,57.85740661621094,57.85740661621094,0.07369963079690933,0.07369963079690933,0.361782431602478,0.361782431602478,0.5645179748535156,0.5645179748535156,0.0,0.0
638,2.658333333333333,-0.1221386143694137,14.384396086663966,97.64224427978903,-0.1221386143694137,14.384396086663966,97.64224427978903,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,14.384395599365234,14.384392738342285,14.384397506713867,14.384397506713867,-0.0744362398982048,-0.07362016290426254,8.336661338806152,8.644865036010742,0.0,0.0,0.0,0.0,nan,nan,55.64720153808594,55.64720153808594,111.29440307617188,0.0,-8.192481994628906,2.6034095287323,0.0,0.0,0.0,2.6034095287323,0.0,-8.192481994628906,0.0,0.0,0.0,3.955578327178955,1.6978304386138916,-7.440784454345703,0.0,0.0,0.0,0.0,-8.192481994628906,2.6034095287323,0.0,0.0,0.0,2.6034095287323,0.0,-8.192481994628906,-0.0,-0.0,-0.0,3.9555788040161133,-1.697828769683838,-7.440784454345703,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-2.9802322387695312e-08,0.05600005388259888,0.6000000834465027,0.0,-0.0559999942779541,0.6000000238418579,7.911157131195068,1.6689300537109375e-06,-14.881568908691406,0.0,0.0,0.0,-5.364418029785156e-07,-4.575235266202071e-07,-2.5331974029541016e-07,37.0925407409668,37.0925407409668,58.71128845214844,58.71128845214844,0.07369963079690933,0.07369963079690933,0.33346351981163025,0.33346351981163025,0.592836856842041,0.592836856842041,0.0,0.0
639,2.6625,-0.06149556634993975,14.690592259548497,49.161889895882695,-0.06149556634993975,14.690592259548497,49.161889895882695,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,14.690589904785156,14.690587043762207,14.690591812133789,14.690591812133789,-0.014637637883424759,-0.013725238852202892,7.858554363250732,8.197968482971191,0.0,0.0,0.0,0.0,nan,nan,56.161136627197266,56.161136627197266,112.32227325439453,0.0,-8.020536422729492,2.9053516387939453,0.0,0.0,0.0,2.9053516387939453,0.0,-8.020536422729492,0.0,0.0,0.0,4.238711833953857,1.183606743812561,-7.307699203491211,0.0,0.0,0.0,0.0,-8.020536422729492,2.9053516387939453,0.0,0.0,0.0,2.9053516387939453,0.0,-8.020536422729492,-0.0,-0.0,-0.0,4.238711833953857,-1.1836049556732178,-7.307699680328369,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-8.940696716308594e-08,0.05600002408027649,0.6000000238418579,-7.450580596923828e-08,-0.05599990487098694,0.6000000834465027,8.477423667907715,1.7881393432617188e-06,-14.615398406982422,0.0,0.0,0.0,-7.748603820800781e-07,-1.4504721548291855e-06,-5.066394805908203e-07,37.52626037597656,37.52626419067383,59.214481353759766,59.214481353759766,0.07369963079690933,0.07369963079690933,0.33346351981163025,0.33346351981163025,0.592836856842041,0.592836856842041,0.0,0.0
640,2.6666666666666665,-1.5377644927533483e-15,14.793131487223619,1.2293473036469087e-12,-1.5377644927533483e-15,14.793131487223619,1.2293473036469087e-12,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,14.793131828308105,14.793126106262207,14.793131828308105,14.793131828308105,0.045323945581912994,0.046320319175720215,7.2650957107543945,7.630889892578125,0.0,0.0,0.0,0.0,nan,nan,54.750587463378906,54.750587463378906,109.50117492675781,0.0,-7.674045562744141,3.109123945236206,0.0,0.0,0.0,3.109123945236206,0.0,-7.674045562744141,0.0,0.0,0.0,4.389474391937256,0.6638736128807068,-6.9892354011535645,0.0,0.0,0.0,0.0,-7.674045562744141,3.109123945236206,0.0,0.0,0.0,3.109123945236206,0.0,-7.674045562744141,-0.0,-0.0,-0.0,4.389473915100098,-0.6638718247413635,-6.989235877990723,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-4.470348358154297e-08,0.05600002408027649,0.6000000238418579,-1.1920928955078125e-07,-0.055999934673309326,0.6000000834465027,8.778947830200195,1.7881393432617188e-06,-13.978471755981445,0.0,0.0,0.0,-5.364418029785156e-07,-1.4072580825086334e-06,-3.725290298461914e-07,37.68450927734375,37.68450927734375,59.38821029663086,59.38821029663086,0.07369963079690933,0.07369963079690933,0.33346351981163025,0.33346351981163025,0.592836856842041,0.592836856842041,0.0,0.0
