step,t,wing_q,wing_qd,wing_qdd,wing_q_R,wing_qd_R,wing_qdd_R,airspeed,v_air_wx,v_air_wy,v_air_wz,body_pitch_deg,mod_enabled,mod_delta,mod_mode,mod_smooth,mod_f_eff_hz,mod_fd_hz,mod_fu_hz,omega_w_norm_L,omega_w_norm_R,omega_c_norm_L,omega_c_norm_R,joint_pos_L,joint_pos_R,joint_vel_L,joint_vel_R,eta_tip_L,eta_tip_R,tau_twist_x_L,tau_twist_x_R,tau_hinge_L,tau_hinge_R,power_in_L,power_in_R,power_in_T,F_wang_x_L,F_wang_y_L,F_wang_z_L,tau_wang_x_L,tau_wang_y_L,tau_wang_z_L,F_link_x_L,F_link_y_L,F_link_z_L,tau_link_x_L,tau_link_y_L,tau_link_z_L,F_world_x_L,F_world_y_L,F_world_z_L,tau_world_x_L,tau_world_y_L,tau_world_z_L,F_wang_x_R,F_wang_y_R,F_wang_z_R,tau_wang_x_R,tau_wang_y_R,tau_wang_z_R,F_link_x_R,F_link_y_R,F_link_z_R,tau_link_x_R,tau_link_y_R,tau_link_z_R,F_world_x_R,F_world_y_R,F_world_z_R,tau_world_x_R,tau_world_y_R,tau_world_z_R,p_base_wx,p_base_wy,p_base_wz,p_wing_L_wx,p_wing_L_wy,p_wing_L_wz,p_wing_R_wx,p_wing_R_wy,p_wing_R_wz,F_world_x_T,F_world_y_T,F_world_z_T,tau_world_x_T,tau_world_y_T,tau_world_z_T,tau_world_x_T_about_base,tau_world_y_T_about_base,tau_world_z_T_about_base,aoa_mean_deg_L,aoa_mean_deg_R,aoa_max_deg_L,aoa_max_deg_R,aoa_frac_pre_L,aoa_frac_pre_R,aoa_frac_mid_L,aoa_frac_mid_R,aoa_frac_post_L,aoa_frac_post_R,del_sep_ratio_L,del_sep_ratio_R
856,3.5666666666666664,0.16167769145696434,14.069104097335114,-129.25128326809144,0.16167769145696434,14.069104097335114,-129.25128326809144,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,14.06910514831543,14.069101333618164,14.069103240966797,14.069103240966797,0.1997116357088089,0.20086349546909332,5.182766914367676,5.5926713943481445,0.0,0.0,0.0,0.0,nan,nan,42.28028869628906,42.28028869628906,84.56057739257812,0.0,-5.912459850311279,3.0765953063964844,0.0,0.0,0.0,3.0765953063964844,0.0,-5.912459850311279,0.0,0.0,0.0,4.05364990234375,-0.44337692856788635,-5.271997928619385,0.0,0.0,0.0,0.0,-5.912459850311279,3.0765953063964844,0.0,0.0,0.0,3.0765953063964844,0.0,-5.912459850311279,-0.0,-0.0,-0.0,4.053649425506592,0.4433780312538147,-5.271997928619385,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-4.470348358154297e-08,0.05600002408027649,0.6000000238418579,-6.705522537231445e-08,-0.055999964475631714,0.6000000834465027,8.1072998046875,1.1026859283447266e-06,-10.54399585723877,0.0,0.0,0.0,-3.2782554626464844e-07,-8.308080623464775e-07,-2.8312206268310547e-07,36.76211166381836,36.76211166381836,58.25257873535156,58.25257873535156,0.07369963079690933,0.07369963079690933,0.347627729177475,0.347627729177475,0.5786726474761963,0.5786726474761963,0.0,0.0
857,3.5708333333333333,0.21904277467957914,13.434281379619044,-175.1111081733563,0.21904277467957914,13.434281379619044,-175.1111081733563,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,13.434277534484863,13.434279441833496,13.434281349182129,13.434281349182129,0.2532521188259125,0.2544343173503876,4.245488166809082,4.661436557769775,0.0,0.0,0.0,0.0,nan,nan,35.144561767578125,35.144561767578125,70.28912353515625,0.0,-4.9648003578186035,2.851369857788086,0.0,0.0,0.0,2.851369857788086,0.0,-4.9648003578186035,0.0,0.0,0.0,3.6626291275024414,-0.6555437445640564,-4.3514323234558105,0.0,0.0,0.0,0.0,-4.9648003578186035,2.851369857788086,0.0,0.0,0.0,2.851369857788086,0.0,-4.9648003578186035,-0.0,-0.0,-0.0,3.6626291275024414,0.6555450558662415,-4.3514323234558105,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-5.21540641784668e-08,0.05600005388259888,0.6000000834465027,-2.2351741790771484e-08,-0.055999964475631714,0.6000000238418579,7.325258255004883,1.3113021850585938e-06,-8.702864646911621,0.0,0.0,0.0,-3.5762786865234375e-07,-5.425166591521702e-07,-3.129243850708008e-07,35.89634323120117,35.89634323120117,57.17534637451172,57.17534637451172,0.07369963079690933,0.07369963079690933,0.361782431602478,0.361782431602478,0.5645179748535156,0.5645179748535156,0.0,0.0
858,3.5749999999999997,0.2733712490593793,12.613218062578131,-218.54335271066734,0.2733712490593793,12.613218062578131,-218.54335271066734,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,12.613216400146484,12.613214492797852,12.613219261169434,12.613219261169434,0.3032430112361908,0.3044394254684448,3.243135690689087,3.6592459678649902,0.0,0.0,0.0,0.0,nan,nan,27.349658966064453,27.349658966064453,54.699317932128906,0.0,-3.886362075805664,2.5324392318725586,0.0,0.0,0.0,2.5324392318725586,0.0,-3.886362075805664,0.0,0.0,0.0,3.1570892333984375,-0.7215815782546997,-3.321018695831299,0.0,0.0,0.0,0.0,-3.886362075805664,2.5324392318725586,0.0,0.0,0.0,2.5324392318725586,0.0,-3.886362075805664,-0.0,-0.0,-0.0,3.1570894718170166,0.7215821146965027,-3.3210184574127197,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-1.1175870895385742e-07,0.05600002408027649,0.6000000238418579,-9.685754776000977e-08,-0.055999934673309326,0.6000000238418579,6.314178466796875,5.364418029785156e-07,-6.642037391662598,0.0,0.0,0.0,-3.129243850708008e-07,-1.0691728675737977e-06,-2.682209014892578e-07,34.72937774658203,34.72937774658203,55.68001174926758,55.680015563964844,0.08843955397605896,0.08843955397605896,0.37533485889434814,0.37533485889434814,0.5362256169319153,0.5362256169319153,0.0,0.0
859,3.5791666666666666,0.32390995427890434,11.617296617661781,-258.9459119349259,0.32390995427890434,11.617296617661781,-258.9459119349259,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,11.617295265197754,11.61729621887207,11.61729621887207,11.61729621887207,0.34899643063545227,0.3501907289028168,2.190446615219116,2.6008431911468506,0.0,0.0,0.0,0.0,nan,nan,19.426788330078125,19.426788330078125,38.85357666015625,0.0,-2.6995372772216797,2.145176887512207,0.0,0.0,0.0,2.145176887512207,0.0,-2.6995372772216797,0.0,0.0,0.0,2.5682196617126465,-0.6345848441123962,-2.2115232944488525,0.0,0.0,0.0,0.0,-2.6995372772216797,2.145176887512207,0.0,0.0,0.0,2.145176887512207,0.0,-2.6995372772216797,-0.0,-0.0,-0.0,2.5682196617126465,0.6345857977867126,-2.2115232944488525,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-5.21540641784668e-08,0.05600005388259888,0.6000000238418579,3.725290298461914e-08,-0.055999964475631714,0.6000000834465027,5.136439323425293,9.5367431640625e-07,-4.423046588897705,0.0,0.0,0.0,-2.3096799850463867e-07,-1.8603208218337386e-07,-1.6391277313232422e-07,33.24428939819336,33.24428939819336,53.69898223876953,53.69898223876953,0.08843955397605896,0.08843955397605896,0.4177669584751129,0.4177669584751129,0.4937935173511505,0.4937935173511505,0.0,0.0
860,3.5833333333333335,0.3699582679167992,10.460323589600128,-295.758681689334,0.3699582679167992,10.460323589600128,-295.758681689334,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,10.460319519042969,10.460323333740234,10.460323333740234,10.460323333740234,0.3898841142654419,0.391059935092926,1.1029694080352783,1.5018703937530518,0.0,0.0,0.0,0.0,nan,nan,11.915552139282227,11.915552139282227,23.831104278564453,0.0,-1.429295301437378,1.7196511030197144,0.0,0.0,0.0,1.7196511030197144,0.0,-1.429295301437378,0.0,0.0,0.0,1.931823492050171,-0.3995806872844696,-1.0528429746627808,0.0,0.0,0.0,0.0,-1.429295301437378,1.7196511030197144,0.0,0.0,0.0,1.7196511030197144,0.0,-1.429295301437378,-0.0,-0.0,-0.0,1.931823492050171,0.39958101511001587,-1.0528429746627808,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-9.685754776000977e-08,0.05600002408027649,0.6000000238418579,-5.960464477539063e-08,-0.055999964475631714,0.6000000238418579,3.863646984100342,3.2782554626464844e-07,-2.1056859493255615,0.0,0.0,0.0,-6.332993507385254e-08,-3.9502140225522453e-07,-9.685754776000977e-08,31.420928955078125,31.420928955078125,51.14039611816406,51.14039611816406,0.10318942368030548,0.10318942368030548,0.45963579416275024,0.45963579416275024,0.43717479705810547,0.43717479705810547,0.0,0.0
861,3.5875,0.4108778182368021,9.15833819508506,-328.4713233775748,0.4108778182368021,9.15833819508506,-328.4713233775748,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,9.158337593078613,9.158336639404297,9.15833854675293,9.15833854675293,0.4253450632095337,0.4264863133430481,-0.003277420997619629,0.3785334825515747,0.0,0.0,0.0,0.0,nan,nan,5.319983005523682,5.319983005523682,10.639966011047363,0.0,-0.1016918495297432,1.2879230976104736,0.0,0.0,0.0,1.2879230976104736,0.0,-0.1016918495297432,0.0,0.0,0.0,1.2850950956344604,-0.03239982947707176,0.12871697545051575,0.0,0.0,0.0,0.0,-0.1016918495297432,1.2879230976104736,0.0,0.0,0.0,1.2879230976104736,0.0,-0.1016918495297432,-0.0,-0.0,-0.0,1.2850950956344604,0.03239986672997475,0.12871693074703217,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-1.4901161193847656e-08,0.05600002408027649,0.6000000238418579,-5.960464477539063e-08,-0.05599990487098694,0.6000000834465027,2.570190191268921,3.725290298461914e-08,0.2574338912963867,0.0,0.0,0.0,1.5832483768463135e-08,-6.700747690047137e-08,-1.564621925354004e-07,29.237356185913086,29.237356185913086,47.88418960571289,47.88418960571289,0.11794667690992355,0.11794667690992355,0.5297691822052002,0.5297691822052002,0.35228419303894043,0.35228419303894043,0.0,0.0
862,3.591666666666667,0.4461013339900606,7.729389969728673,-356.63033883169095,0.4461013339900606,7.729389969728673,-356.63033883169095,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,7.729389667510986,7.7293877601623535,7.7293901443481445,7.729390621185303,0.45489275455474854,0.4559837579727173,-1.1121494770050049,-0.7527796626091003,0.0,0.0,0.0,0.0,nan,nan,0.07048690319061279,0.07048690319061279,0.14097380638122559,0.0,1.257716178894043,0.8814569115638733,0.0,0.0,0.0,0.8814569115638733,0.0,1.257716178894043,0.0,0.0,0.0,0.6636266112327576,0.4424535930156708,1.3124979734420776,0.0,0.0,0.0,0.0,1.257716178894043,0.8814569115638733,0.0,0.0,0.0,0.8814569115638733,0.0,1.257716178894043,-0.0,-0.0,-0.0,0.6636266112327576,-0.44245392084121704,1.312497854232788,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-3.725290298461914e-08,0.05600005388259888,0.6000000238418579,-1.1920928955078125e-07,-0.055999934673309326,0.6000000238418579,1.3272532224655151,-3.2782554626464844e-07,2.624995708465576,0.0,0.0,0.0,1.6391277313232422e-07,1.2624583689557767e-07,-4.470348358154297e-08,26.672828674316406,26.672828674316406,43.78091049194336,43.78091049194336,0.14744269847869873,0.14744269847869873,0.6115885376930237,0.6115885376930237,0.24096885323524475,0.24096885323524475,0.0,0.0
863,3.595833333333333,0.4751405085452811,6.193288545797789,-379.84535719622176,0.4751405085452811,6.193288545797789,-379.84535719622176,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,6.193288326263428,6.193286895751953,6.193288326263428,6.193288326263428,0.478120893239975,0.4791465997695923,-2.2077419757843018,-1.8758370876312256,0.0,0.0,0.0,0.0,nan,nan,-3.503622055053711,-3.503622055053711,-7.007244110107422,0.0,2.6254148483276367,0.5289915800094604,0.0,0.0,0.0,0.5289915800094604,0.0,2.6254148483276367,0.0,0.0,0.0,0.09903603047132492,0.9945650696754456,2.4846866130828857,0.0,0.0,0.0,0.0,2.6254148483276367,0.5289915800094604,0.0,0.0,0.0,0.5289915800094604,0.0,2.6254148483276367,-0.0,-0.0,-0.0,0.09903617948293686,-0.9945654273033142,2.4846863746643066,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-1.4901161193847656e-08,0.05600002408027649,0.6000000238418579,-8.940696716308594e-08,-0.05599990487098694,0.6000000834465027,0.19807220995426178,-3.5762786865234375e-07,4.969372749328613,0.0,0.0,0.0,3.725290298461914e-07,2.532699738821975e-07,7.078051567077637e-08,23.71341323852539,23.713411331176758,38.659385681152344,38.659385681152344,0.17686083912849426,0.17686083912849426,0.7515000104904175,0.7515000104904175,0.07163921743631363,0.07163921743631363,0.0,0.0
864,3.6,0.49759276932562485,4.571329029575194,-397.79454667300075,0.49759276932562485,4.571329029575194,-397.79454667300075,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,4.571328639984131,4.571329116821289,4.571328639984131,4.571329116821289,0.49470847845077515,0.49565473198890686,-3.2747130393981934,-2.9749088287353516,0.0,0.0,0.0,0.0,nan,nan,-5.187966823577881,-5.187966823577881,-10.375933647155762,0.0,3.9812331199645996,0.2551252841949463,0.0,0.0,0.0,0.2551252841949463,0.0,3.9812331199645996,0.0,0.0,0.0,-0.38251638412475586,1.5905178785324097,3.6385769844055176,0.0,0.0,0.0,0.0,3.9812331199645996,0.2551252841949463,0.0,0.0,0.0,0.2551252841949463,0.0,3.9812331199645996,-0.0,-0.0,-0.0,-0.3825165629386902,-1.5905183553695679,3.6385765075683594,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-5.21540641784668e-08,0.05600002408027649,0.6000000238418579,1.4901161193847656e-08,-0.055999964475631714,0.6000000834465027,-0.765032947063446,-4.76837158203125e-07,7.277153491973877,0.0,0.0,0.0,3.2782554626464844e-07,1.583473192567908e-07,-9.685754776000977e-08,20.36175537109375,20.361759185791016,32.35595703125,32.35595703125,0.23530198633670807,0.23530198633670807,0.7646980285644531,0.7646980285644531,0.0,0.0,0.0,0.0
865,3.6041666666666665,0.51314685870697,2.8859967854694046,-410.2290761030587,0.51314685870697,2.8859967854694046,-410.2290761030587,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,2.8859970569610596,2.885995864868164,2.8859968185424805,2.8859968185424805,0.5044236779212952,0.5052775144577026,-4.298551082611084,-4.035055160522461,0.0,0.0,0.0,0.0,nan,nan,-4.882839202880859,-4.882839202880859,-9.765678405761719,0.0,5.309199333190918,0.07970240712165833,0.0,0.0,0.0,0.07970240712165833,0.0,5.309199333190918,0.0,0.0,0.0,-0.7608404159545898,2.196488618850708,4.7739410400390625,0.0,0.0,0.0,0.0,5.309199333190918,0.07970240712165833,0.0,0.0,0.0,0.07970240712165833,0.0,5.309199333190918,-0.0,-0.0,-0.0,-0.7608399391174316,-2.1964893341064453,4.773940563201904,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-8.940696716308594e-08,0.05600005388259888,0.6000000238418579,-1.4901161193847656e-07,-0.055999934673309326,0.6000000238418579,-1.5216803550720215,-7.152557373046875e-07,9.547882080078125,0.0,0.0,0.0,5.960464477539062e-07,1.2288953712413786e-06,2.4586915969848633e-07,16.653179168701172,16.65317726135254,24.785991668701172,24.785991668701172,0.3787931799888611,0.3787931799888611,0.6212068796157837,0.6212068796157837,0.0,0.0,0.0,0.0
866,3.6083333333333334,0.5215871490091724,1.1606557194707665,-416.9765645344188,0.5215871490091724,1.1606557194707665,-416.9765645344188,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,1.1606554985046387,1.1606556177139282,1.1606557369232178,1.1606557369232178,0.5071272850036621,0.507876992225647,-5.265798568725586,-5.042318820953369,0.0,0.0,0.0,0.0,nan,nan,-2.5912201404571533,-2.5912201404571533,-5.182440280914307,0.0,6.5977630615234375,0.01789245754480362,0.0,0.0,0.0,0.01789245754480362,0.0,6.5977630615234375,0.0,0.0,0.0,-1.0213825702667236,2.7801835536956787,5.895604133605957,0.0,0.0,0.0,0.0,6.5977630615234375,0.01789245754480362,0.0,0.0,0.0,0.01789245754480362,0.0,6.5977630615234375,-0.0,-0.0,-0.0,-1.0213825702667236,-2.780184745788574,5.895604133605957,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-8.940696716308594e-08,0.05600002408027649,0.6000000238418579,-1.4901161193847656e-08,-0.055999964475631714,0.6000000238418579,-2.0427651405334473,-1.1920928955078125e-06,11.791208267211914,0.0,0.0,0.0,3.5762786865234375e-07,7.367177659034496e-07,-1.4901161193847656e-07,12.683910369873047,12.683910369873047,16.090606689453125,16.090606689453125,0.9079464077949524,0.9079464077949524,0.0920536071062088,0.0920536071062088,0.0,0.0,0.0,0.0
867,3.6125,0.5227966317611464,-0.5807756166879152,-417.9434709540648,0.5227966317611464,-0.5807756166879152,-417.9434709540648,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,0.5807754397392273,0.5807755589485168,0.5807756185531616,0.5807756185531616,0.5027750134468079,0.5034103393554688,-6.164146900177002,-5.983863830566406,0.0,0.0,0.0,0.0,nan,nan,1.599818468093872,1.599818468093872,3.199636936187744,0.0,7.839288711547852,0.08064910024404526,0.0,0.0,0.0,0.08064910024404526,0.0,7.839288711547852,0.0,0.0,0.0,-1.15439772605896,3.311938524246216,7.011375427246094,0.0,0.0,0.0,0.0,7.839288711547852,0.08064910024404526,0.0,0.0,0.0,0.08064910024404526,0.0,7.839288711547852,-0.0,-0.0,-0.0,-1.15439772605896,-3.3119399547576904,7.011374473571777,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-1.043081283569336e-07,0.05600002408027649,0.6000000238418579,7.450580596923828e-09,-0.055999964475631714,0.6000000834465027,-2.30879545211792,-1.430511474609375e-06,14.022749900817871,0.0,0.0,0.0,6.854534149169922e-07,7.479121109099651e-07,-2.905726432800293e-07,8.704093933105469,8.704096794128418,9.98112964630127,9.98112964630127,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
868,3.6166666666666667,0.5167585397993761,-2.3141556104736023,-413.11639105505907,0.5167585397993761,-2.3141556104736023,-413.11639105505907,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,2.314155101776123,2.314155340194702,2.3141555786132812,2.3141555786132812,0.49141883850097656,0.49193137884140015,-6.982473850250244,-6.847996234893799,0.0,0.0,0.0,0.0,nan,nan,7.537911415100098,7.537911415100098,15.075822830200195,0.0,9.028870582580566,0.27513056993484497,0.0,0.0,0.0,0.27513056993484497,0.0,9.028870582580566,0.0,0.0,0.0,-1.1540724039077759,3.7650303840637207,8.12950611114502,0.0,0.0,0.0,0.0,9.028870582580566,0.27513056993484497,0.0,0.0,0.0,0.27513056993484497,0.0,9.028870582580566,-0.0,-0.0,-0.0,-1.1540721654891968,-3.7650322914123535,8.129505157470703,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-1.2665987014770508e-07,0.0559999942779541,0.6000000238418579,-5.21540641784668e-08,-0.05599990487098694,0.6000000238418579,-2.3081445693969727,-1.9073486328125e-06,16.259010314941406,0.0,0.0,0.0,7.748603820800781e-07,1.5912449953248142e-06,-1.6391277313232422e-07,6.088441371917725,6.088441371917725,9.924758911132812,9.924758911132812,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
869,3.620833333333333,0.5035565797125491,-4.015454265805089,-402.5622430616068,0.5035565797125491,-4.015454265805089,-402.5622430616068,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,4.015452861785889,4.015452861785889,4.015454292297363,4.015454292297363,0.47324004769325256,0.47362270951271057,-7.70560884475708,-7.618833065032959,0.0,0.0,0.0,0.0,nan,nan,14.889154434204102,14.889154434204102,29.778308868408203,0.0,10.11467170715332,0.5772101283073425,0.0,0.0,0.0,0.5772101283073425,0.0,10.11467170715332,0.0,0.0,0.0,-1.0374829769134521,4.096078872680664,9.207904815673828,0.0,0.0,0.0,0.0,10.11467170715332,0.5772101283073425,0.0,0.0,0.0,0.5772101283073425,0.0,10.11467170715332,-0.0,-0.0,-0.0,-1.0374823808670044,-4.0960798263549805,9.207904815673828,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-1.4156103134155273e-07,0.05600002408027649,0.6000000238418579,-1.6391277313232422e-07,-0.055999934673309326,0.6000000238418579,-2.074965476989746,-9.5367431640625e-07,18.415809631347656,0.0,0.0,0.0,8.344650268554688e-07,2.936451437562937e-06,2.1606683731079102e-07,7.041291236877441,7.041292667388916,14.565979957580566,14.565979957580566,1.0,1.0,0.0,0.0,0.0,0.0,0.012195754796266556,0.012195754796266556
870,3.625,0.4833737714099074,-5.661086332958673,-386.42734003594904,0.4833737714099074,-5.661086332958673,-386.42734003594904,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,5.661086082458496,5.661086559295654,5.661086559295654,5.661086559295654,0.44889694452285767,0.44914132356643677,-8.258390426635742,-8.21925163269043,0.0,0.0,0.0,0.0,nan,nan,21.30227279663086,21.30227279663086,42.60454559326172,0.0,10.480880737304688,0.7009119987487793,0.0,0.0,0.0,0.7009119987487793,0.0,10.480880737304688,0.0,0.0,0.0,-0.988339900970459,4.050113677978516,9.641571998596191,0.0,0.0,0.0,0.0,10.480880737304688,0.7009119987487793,0.0,0.0,0.0,0.7009119987487793,0.0,10.480880737304688,-0.0,-0.0,-0.0,-0.988339900970459,-4.05011510848999,9.641571044921875,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-2.9802322387695312e-08,0.05600002408027649,0.6000000238418579,-2.9802322387695312e-08,-0.055999934673309326,0.6000000238418579,-1.976679801940918,-1.430511474609375e-06,19.28314208984375,0.0,0.0,0.0,8.940696716308594e-07,6.925017714820569e-07,8.940696716308594e-08,9.510910987854004,9.510910987854004,22.900663375854492,22.900663375854492,0.8251794576644897,0.8251794576644897,0.17482061684131622,0.17482061684131622,0.0,0.0,0.1621500849723816,0.1621500849723816
871,3.6291666666666664,0.45648991090049135,-7.2282382729147026,-364.93536152778665,0.45648991090049135,-7.2282382729147026,-364.93536152778665,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,7.228238105773926,7.228238105773926,7.228238582611084,7.228238582611084,0.4186626076698303,0.4187628924846649,-8.64350700378418,-8.6514892578125,0.0,0.0,0.0,0.0,nan,nan,26.313880920410156,26.313880920410156,52.62776184082031,0.0,10.217674255371094,0.5101007223129272,0.0,0.0,0.0,0.5101007223129272,0.0,10.217674255371094,0.0,0.0,0.0,-1.151936411857605,3.693655252456665,9.470534324645996,0.0,0.0,0.0,0.0,10.217674255371094,0.5101007223129272,0.0,0.0,0.0,0.5101007223129272,0.0,10.217674255371094,-0.0,-0.0,-0.0,-1.1519361734390259,-3.693657875061035,9.47053337097168,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-9.685754776000977e-08,0.0559999942779541,0.6000000238418579,-8.195638656616211e-08,-0.055999934673309326,0.6000000238418579,-2.303872585296631,-2.6226043701171875e-06,18.94106674194336,0.0,0.0,0.0,5.960464477539062e-07,1.830784867706825e-06,2.9802322387695312e-08,12.283132553100586,12.283134460449219,30.07404136657715,30.074047088623047,0.6618125438690186,0.6618125438690186,0.3381875455379486,0.3381875455379486,0.0,0.0,0.4088520109653473,0.4088520109653473
872,3.6333333333333333,0.42327769145697425,-8.695184523413394,-338.38425268542244,0.42327769145697425,-8.695184523413394,-338.38425268542244,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,8.695181846618652,8.695180892944336,8.695185661315918,8.695185661315918,0.38215872645378113,0.3821169435977936,-8.983428001403809,-9.039910316467285,0.0,0.0,0.0,0.0,nan,nan,33.44145202636719,33.44145202636719,66.88290405273438,0.0,10.507120132446289,0.3849406838417053,0.0,0.0,0.0,0.3849406838417053,0.0,10.507120132446289,0.0,0.0,0.0,-1.3430209159851074,3.4708874225616455,9.833462715148926,0.0,0.0,0.0,0.0,10.507120132446289,0.3849406838417053,0.0,0.0,0.0,0.3849406838417053,0.0,10.507120132446289,-0.0,-0.0,-0.0,-1.3430202007293701,-3.4708898067474365,9.83346176147461,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-1.4156103134155273e-07,0.0559999942779541,0.6000000238418579,-1.6391277313232422e-07,-0.055999964475631714,0.6000000238418579,-2.6860411167144775,-2.384185791015625e-06,19.66692352294922,0.0,0.0,0.0,3.5762786865234375e-07,3.163965629937593e-06,1.564621925354004e-07,14.94748306274414,14.94748592376709,35.98122024536133,35.98122787475586,0.5486653447151184,0.5486653447151184,0.4467886686325073,0.4467886686325073,0.004546067211776972,0.004546067211776972,0.5503698587417603,0.5503698587417603
873,3.6374999999999997,0.3841975369367544,-10.041588682294115,-307.1420938165333,0.3841975369367544,-10.041588682294115,-307.1420938165333,6.9,-6.900000095367432,0.0,0.0,10.0,0,0.5,0.0,0.0,4.5,4.5,4.5,10.041586875915527,10.04158878326416,10.041587829589844,10.04158878326416,0.3401060402393341,0.3399248421192169,-9.239014625549316,-9.344010353088379,0.0,0.0,0.0,0.0,nan,nan,41.681297302246094,41.681297302246094,83.36259460449219,0.0,11.027530670166016,0.3086278438568115,0.0,0.0,0.0,0.3086278438568115,0.0,11.027530670166016,0.0,0.0,0.0,-1.5268040895462036,3.233354330062866,10.436281204223633,0.0,0.0,0.0,0.0,11.027530670166016,0.3086278438568115,0.0,0.0,0.0,0.3086278438568115,0.0,11.027530670166016,-0.0,-0.0,-0.0,-1.526803731918335,-3.233356475830078,10.436281204223633,0.0,0.0,0.0,0.0,1.1641532182693481e-10,0.6000000834465027,-1.043081283569336e-07,0.05600002408027649,0.6000000238418579,-8.940696716308594e-08,-0.055999934673309326,0.6000000238418579,-3.053607940673828,-2.1457672119140625e-06,20.872562408447266,0.0,0.0,0.0,9.5367431640625e-07,2.203674284828594e-06,1.1175870895385742e-07,17.34507179260254,17.345075607299805,40.72643280029297,40.726444244384766,0.47791728377342224,0.47791728377342224,0.4504435658454895,0.4504435658454895,0.07163921743631363,0.07163921743631363,0.6354192495346069,0.6354192495346069
