case,run_dir,seed,condition,steps_completed,wind_x_mps,wind_y_mps,completed_path,final_progress_ratio,mean_abs_lateral_error_post_warmup_m,p95_abs_lateral_error_post_warmup_m,max_abs_lateral_error_m,mean_abs_height_error_post_warmup_m,p95_abs_height_error_post_warmup_m,max_abs_height_error_m,mean_speed_post_warmup_mps,traj_rows,traj_last_done,traj_last_t,traj_last_lateral_error_m,traj_last_height_error_m,traj_last_progress_ratio
seed025_nowind,/home/zn/IsaacLab/logs/flapping_px4/path_tracking/random_seed_000025/20260415_093215,25,nowind,3600,0.0,0.0,False,0.9580922970695959,0.6503585108486507,2.213958978652954,3.734133243560791,0.6064576069513957,1.2145520448684692,1.4447250366210938,8.55203058189816,3600,0.0,29.991666666666667,0.2760543525218963,0.3637952804565429,0.958092297069596
seed025_wind2,/home/zn/IsaacLab/logs/flapping_px4/path_tracking/random_seed_000025/20260415_102236,25,wind2,3600,0.0,2.0,False,0.879983793789447,1.2672572256776704,4.377231121063232,4.9923553466796875,0.5911460482043984,1.2254785299301147,1.508687973022461,8.238834899590339,3600,0.0,29.991666666666667,0.2815943360328674,1.0789947509765625,0.879983793789447
seed030_nowind,/home/zn/IsaacLab/logs/flapping_px4/path_tracking/random_seed_000030/20260415_093649,30,nowind,3600,0.0,0.0,False,0.6336398401941922,0.405723402826464,1.0694832801818848,1.5707855224609375,0.6031730148527358,1.1917853355407715,1.7430830001831055,8.52219672129478,3600,0.0,29.991666666666667,-0.2015304565429687,0.6034221649169922,0.6336398401941922
seed030_wind2,/home/zn/IsaacLab/logs/flapping_px4/path_tracking/random_seed_000030/20260415_102931,30,wind2,3600,0.0,2.0,False,0.613568204496395,1.0541782075792474,2.7674620151519775,3.2587666511535645,0.6040341960059272,1.2825629711151123,1.7416276931762695,8.45665162757591,3600,0.0,29.991666666666667,1.5831756591796875,-0.077524185180664,0.613568204496395
seed033_nowind,/home/zn/IsaacLab/logs/flapping_px4/path_tracking/random_seed_000033/20260415_100143,33,nowind,3361,0.0,0.0,True,0.9950314246684625,1.2285880640334388,5.259424209594727,5.778319835662842,0.7095744419955922,1.5034618377685547,1.7712011337280273,8.457811614109334,3361,0.0,28.0,0.6181073784828186,-1.7712011337280271,0.9946515552045546
seed033_wind2,/home/zn/IsaacLab/logs/flapping_px4/path_tracking/random_seed_000033/20260415_103245,33,wind2,3249,0.0,2.0,False,0.9832993757982206,2.13567029094348,13.757133483886719,14.98885726928711,0.66322547797721,1.4408714771270752,1.6998605728149414,8.854839540509957,3249,1.0,27.066666666666663,14.98885726928711,0.807948112487793,0.9832993757982206
