f_hz,pitch_deg,airspeed,mean_Fx,mean_Fz,mean_Pin,mean_sep_ratio,abs_Fx,Fz_target,abs_Fz_err,score,csv
4.000000000000001,10.0,7.0,-0.07256585325353529,6.36801054532444,41.8062591288931,0.07491975210000432,0.07256585325353529,6.376500000000001,0.00848945467556117,0.08105530792909646,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_22p5/f4p000_pitch10p000_U7p000/windtunnel_v50.csv
3.8000000000000007,10.0,7.0,-0.11891592061049883,6.451830627182828,38.45094461449751,0.06804756012597922,0.11891592061049883,6.376500000000001,0.07533062718282668,0.1942465477933255,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_22p5/f3p800_pitch10p000_U7p000/windtunnel_v50.csv
3.4000000000000004,10.0,7.0,-0.17394544553431626,6.566012002974906,31.024428585812572,0.050542235279179705,0.17394544553431626,6.376500000000001,0.18951200297490534,0.36345744850922157,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_22p5/f3p400_pitch10p000_U7p000/windtunnel_v50.csv
3.2,10.0,7.0,-0.1744297420477691,6.112897287859794,26.735107865923364,0.038652159843184576,0.1744297420477691,6.376500000000001,0.2636027121402069,0.438032454187976,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_22p5/f3p200_pitch10p000_U7p000/windtunnel_v50.csv
3.6000000000000005,11.0,7.0,-0.26377171239697034,6.644601927016375,33.740282187880005,0.06096071495561775,0.26377171239697034,6.376500000000001,0.2681019270163745,0.5318736394133448,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_22p5/f3p600_pitch11p000_U7p000/windtunnel_v50.csv
3.2,11.0,7.0,-0.35314812663639317,6.7106138752746185,26.48273442327853,0.043052203991666205,0.35314812663639317,6.376500000000001,0.33411387527461756,0.6872620019110107,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_22p5/f3p200_pitch11p000_U7p000/windtunnel_v50.csv
3.4000000000000004,13.0,6.0,-0.543113465685327,6.15138878531332,26.5120465152572,0.10026939987680837,0.543113465685327,6.376500000000001,0.22511121468668094,0.768224680372008,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_22p5/f3p400_pitch13p000_U6p000/windtunnel_v50.csv
4.000000000000001,14.0,6.0,-0.6774979289115584,6.4693990010060505,36.47806588692557,0.1342278933483087,0.6774979289115584,6.376500000000001,0.09289900100604953,0.7703969299176079,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_22p5/f4p000_pitch14p000_U6p000/windtunnel_v50.csv
3.0,14.0,6.0,-0.7023514062632851,6.302920227135395,20.36731418961027,0.08262531750272602,0.7023514062632851,6.376500000000001,0.07357977286460571,0.7759311791278908,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_22p5/f3p000_pitch14p000_U6p000/windtunnel_v50.csv
3.8000000000000007,13.0,6.0,-0.5371413105157725,6.135132031701887,33.396545624061005,0.12172239880507237,0.5371413105157725,6.376500000000001,0.24136796829811402,0.7785092788138865,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_22p5/f3p800_pitch13p000_U6p000/windtunnel_v50.csv
4.000000000000001,13.0,6.0,-0.49099318586709817,6.046934646455133,36.5808054480025,0.12907258224807724,0.49099318586709817,6.376500000000001,0.3295653535448677,0.8205585394119659,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_22p5/f4p000_pitch13p000_U6p000/windtunnel_v50.csv
4.000000000000001,11.0,7.0,-0.2681010011622442,6.959739949359772,41.5906064953336,0.08015462603723328,0.2681010011622442,6.376500000000001,0.5832399493597711,0.8513409505220153,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_22p5/f4p000_pitch11p000_U7p000/windtunnel_v50.csv
3.6000000000000005,14.0,6.0,-0.6311487850727263,6.14120933338844,29.034116974858733,0.11151813649881581,0.6311487850727263,6.376500000000001,0.23529066661156062,0.8664394516842869,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_22p5/f3p600_pitch14p000_U6p000/windtunnel_v50.csv
3.2,14.0,6.0,-0.6710385013690569,6.154608334622698,22.4556573942335,0.08834151054782562,0.6710385013690569,6.376500000000001,0.22189166537730287,0.8929301667463597,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_22p5/f3p200_pitch14p000_U6p000/windtunnel_v50.csv
3.8000000000000007,14.0,6.0,-0.724059672904685,6.551484787191167,33.29139058024379,0.12723774560105008,0.724059672904685,6.376500000000001,0.17498478719116584,0.8990444600958508,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_22p5/f3p800_pitch14p000_U6p000/windtunnel_v50.csv
3.4000000000000004,14.0,6.0,-0.7252700796719284,6.560488101693803,26.40424435492411,0.10638569591414773,0.7252700796719284,6.376500000000001,0.1839881016938021,0.9092581813657304,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_22p5/f3p400_pitch14p000_U6p000/windtunnel_v50.csv
3.8000000000000007,11.0,7.0,-0.3127533974150773,7.050052702644664,38.26052610825022,0.07287467561082794,0.3127533974150773,6.376500000000001,0.6735527026446633,0.9863061000597406,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_22p5/f3p800_pitch11p000_U7p000/windtunnel_v50.csv
3.0,11.0,7.0,-0.4081388831756896,6.955949867754737,24.101841460065717,0.03823957420007709,0.4081388831756896,6.376500000000001,0.579449867754736,0.9875887509304255,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_22p5/f3p000_pitch11p000_U7p000/windtunnel_v50.csv
3.6000000000000005,15.0,6.0,-0.8207715635104322,6.5474539725479355,28.86486841480018,0.11726636602749882,0.8207715635104322,6.376500000000001,0.17095397254793454,0.9917255360583668,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_22p5/f3p600_pitch15p000_U6p000/windtunnel_v50.csv
3.0,13.0,6.0,-0.5282483549909144,5.8974432273746435,20.533152011590598,0.07615288202786946,0.5282483549909144,6.376500000000001,0.4790567726253574,1.007305127616272,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_22p5/f3p000_pitch13p000_U6p000/windtunnel_v50.csv
