name,run_dir,steps_completed,completed_path,failure_kind,final_progress_ratio,mean_abs_height_error_m,mean_abs_height_error_post_warmup_m,p95_abs_height_error_post_warmup_m,mean_abs_lateral_error_post_warmup_m,min_height_error_m,max_height_error_m,max_abs_pitch_deg,max_abs_roll_deg,freq_sat_fraction,elevon_pitch_sat_fraction,time_to_abs_0p05_after_min_s,distance_to_abs_0p05_after_min_m,time_to_cross_zero_after_min_s,distance_to_cross_zero_after_min_m
long_straight_baseline,logs/flapping_px4/path_tracking/level_straight/20260411_105352,2774,False,truncated,0.9796536763509115,0.12673644703244166,0.12045484391143722,0.4579937756061554,0.3805404640363827,-0.5364809036254883,0.07007980346679688,21.32118034362793,2.612501859664917,0.05623648161499639,0.0,7.441666666666666,58.62229919433594,8.883333333333333,70.24246978759766
long_straight_final,/tmp/straight_height_recovery_final_20260411/no_warmup/level_straight/20260411_111125,2789,False,truncated,0.9799996270073785,0.05140853210263203,0.04187645721749643,0.18707500398159027,0.3738312884281819,-0.3253469467163086,0.06971359252929688,23.502180099487305,2.594017267227173,0.08210828253854428,0.0,4.758333333333333,36.27499580383301,6.616666666666665,51.000234603881836
canonical_straight,/tmp/straight_height_recovery_final_20260411/canonical_straight/level_straight/20260411_111210,1406,False,truncated,0.9856177834903492,0.09089102412694548,0.08234445360377003,0.2243051528930664,0.4095198317692681,-0.3253469467163086,0.06971359252929688,23.502180099487305,2.594017267227173,0.162873399715505,0.0,,,,
canonical_turn,/tmp/straight_height_recovery_final_20260411/canonical_turn/level_turn/20260411_111238,992,False,truncated,0.9881972070365983,0.14125163228281082,0.15579293951203552,0.23226571083068848,0.280523170445916,-0.3253469467163086,0.06971359252929688,24.69184112548828,19.36962890625,0.4798387096774194,0.0,,,,
canonical_loiter,/tmp/straight_height_recovery_final_20260411/canonical_loiter/level_loiter/20260411_111328,2349,False,truncated,0.9830605229297062,0.08167905714117045,0.07551715624518224,0.19916953146457672,0.6041104225521414,-0.3253469467163086,0.06971359252929688,24.69184112548828,19.36962890625,0.7803320561941252,0.0,,,,
