f_hz,pitch_deg,airspeed,mean_Fx,mean_Fz,mean_Pin,mean_sep_ratio,csv
3.0,10.0,5.0,0.21248177471249874,3.436329686147063,18.70436470680297,0.04963001951167945,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p000_pitch10p000_U5p000/windtunnel_v50.csv
3.0,10.0,6.0,0.13479536596009034,4.912863618334546,22.261946428357195,0.02197991987779768,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p000_pitch10p000_U6p000/windtunnel_v50.csv
3.0,10.0,7.0,-0.05068931124700008,6.69130442862346,25.721062066721785,0.008050825249497035,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p000_pitch10p000_U7p000/windtunnel_v50.csv
3.0,10.0,8.0,-0.3211493149578632,8.693662120756505,28.933652586752782,0.0012048355146702027,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p000_pitch10p000_U8p000/windtunnel_v50.csv
3.0,11.0,5.0,nan,nan,nan,nan,
3.0,11.0,6.0,0.0007868767842371088,5.37744114555745,22.155118882780528,0.024768441647440888,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p000_pitch11p000_U6p000/windtunnel_v50.csv
3.0,11.0,7.0,-0.21385326291510304,7.322616526192063,25.615210285639712,0.009856879317672188,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p000_pitch11p000_U7p000/windtunnel_v50.csv
3.0,11.0,8.0,-0.5158892461645083,9.523657821601029,28.88002300884627,0.002017621105023522,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p000_pitch11p000_U8p000/windtunnel_v50.csv
3.0,12.0,5.0,-0.005024463947403436,4.071419515718937,18.571134611497573,0.05711101681345958,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p000_pitch12p000_U5p000/windtunnel_v50.csv
3.0,12.0,6.0,-0.1473754681102418,5.8308176632838284,22.02954515024615,0.028160788668105716,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p000_pitch12p000_U6p000/windtunnel_v50.csv
3.0,12.0,7.0,-0.39260801907807685,7.943782034118142,25.49724546118419,0.01191728922688169,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p000_pitch12p000_U7p000/windtunnel_v50.csv
3.0,12.0,8.0,-0.729267184305664,10.343076062600655,28.815358282628786,0.002982903395376958,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p000_pitch12p000_U8p000/windtunnel_v50.csv
3.0,13.0,5.0,-0.12542988845226904,4.381486353271932,18.504865492684377,0.061022277670865765,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p000_pitch13p000_U5p000/windtunnel_v50.csv
3.0,13.0,6.0,-0.3056626752415567,6.277867523558637,21.906035647014,0.031612209810453436,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p000_pitch13p000_U6p000/windtunnel_v50.csv
3.0,13.0,7.0,nan,nan,nan,nan,
3.0,13.0,8.0,-0.9611708353077197,11.15107525046721,28.739630477413538,0.004107019648447804,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p000_pitch13p000_U8p000/windtunnel_v50.csv
3.0,14.0,5.0,-0.25431561223493737,4.686930645280566,18.434277260477717,0.06517884947115554,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p000_pitch14p000_U5p000/windtunnel_v50.csv
3.0,14.0,6.0,-0.4770389783637506,6.713513066101665,21.76901388890061,0.035569920307871074,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p000_pitch14p000_U6p000/windtunnel_v50.csv
3.0,14.0,7.0,-0.796102423150877,9.152524422597544,25.22502925923572,0.016880131021602806,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p000_pitch14p000_U7p000/windtunnel_v50.csv
3.0,14.0,8.0,-1.214255809939479,11.940984853249748,28.62664682631197,0.005674327825028879,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p000_pitch14p000_U8p000/windtunnel_v50.csv
3.0,15.0,5.0,-0.3937348413566954,4.985551714368302,18.353775498140326,0.06989263886287382,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p000_pitch15p000_U5p000/windtunnel_v50.csv
3.0,15.0,6.0,-0.6598295636615084,7.139375493957004,21.62635112779376,0.03983805677440361,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p000_pitch15p000_U6p000/windtunnel_v50.csv
3.0,15.0,7.0,-1.0210031653464713,9.737683123829209,25.067984801866846,0.019860490072627458,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p000_pitch15p000_U7p000/windtunnel_v50.csv
3.0,15.0,8.0,-1.4866447125664566,12.715216195782448,28.492988558303352,0.007536608911467429,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p000_pitch15p000_U8p000/windtunnel_v50.csv
3.2,10.0,5.0,0.24061844743679336,3.3342481052701265,20.733125828284322,0.0577517266461572,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p200_pitch10p000_U5p000/windtunnel_v50.csv
3.2,10.0,6.0,0.19246708682985147,4.730191808777215,24.545629571648888,0.026793215853878585,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p200_pitch10p000_U6p000/windtunnel_v50.csv
3.2,10.0,7.0,0.02473590621775261,6.454208979558094,28.24882907316181,0.011128742431313777,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p200_pitch10p000_U7p000/windtunnel_v50.csv
3.2,10.0,8.0,-0.23152961901589306,8.425295901198975,31.711374117213133,0.003053389947048717,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p200_pitch10p000_U8p000/windtunnel_v50.csv
3.2,11.0,5.0,0.13614155880966858,3.655713847012013,20.65438803504677,0.060976868864641764,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p200_pitch11p000_U5p000/windtunnel_v50.csv
3.2,11.0,6.0,0.054231689795696064,5.193697054880149,24.40025595098051,0.029786419411411493,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p200_pitch11p000_U6p000/windtunnel_v50.csv
3.2,11.0,7.0,-0.14432236506352855,7.086401049304356,28.069591567946865,0.013259499935075516,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p200_pitch11p000_U7p000/windtunnel_v50.csv
3.2,11.0,8.0,-0.4310750155194444,9.256329080887086,31.566036734613338,0.004115970302684266,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p200_pitch11p000_U8p000/windtunnel_v50.csv
3.2,12.0,5.0,0.02289900302960851,3.975262976389587,20.575858503393437,0.0642593258893163,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p200_pitch12p000_U5p000/windtunnel_v50.csv
3.2,12.0,6.0,-0.09428529660674398,5.653255800240231,24.2574197524898,0.03276117429494981,outputs_DeLaurier/trim_scan_sep_on_twist_on_near_stall_27p5/f3p200_pitch12p000_U6p000/windtunnel_v50.csv
