candidate,objective,wing_normal_force_scale,wing_chordwise_force_scale,delaurier_theta_w_deg,twist_eta_max_deg,delaurier_induced_drag_efficiency,fuselage_drag_cda,tail_lift_scale,phase_delay_s
0,40790.68195150761,1.0,1.0,0.0,10.0,0.8,0.005,1.0,0.0
1,68476.18409351702,1.6242368631215625,1.739544526877706,4.9763743805494745,6.536159035411915,0.36947951194657924,0.01893466903087666,1.3434458747800733,-0.03978953970989602
2,124679.5332774705,1.6835293314855893,1.9726462554275996,-3.4192543333412733,20.341528075974487,0.3741671494931774,0.008821772941338086,1.6900964170661728,-0.007301333384818108
3,128759.3143339736,1.1730746193430703,0.4106717902551194,5.024104308001789,12.446685208312806,0.5234512753980047,0.015556054504417282,1.9646880916222564,0.0030674587261032005
4,61023.63887971529,1.4582952894070187,1.9869692399270529,-7.5179600579948165,14.974441309169281,1.1705657500124278,0.0024349978194820056,0.6792725414896645,0.004018271118669835
5,29210.8468527298,1.439025503935735,1.1949543477106928,0.7632287302778575,1.2884707368590376,0.9653067409752689,0.006481960047464094,0.4257351854453888,0.036677465553011775
6,86925.43256126883,1.357572717104079,1.0204093281426776,3.722423469554826,11.947250772548584,0.41224919997532017,0.01213113977194315,1.569791921755258,0.01953174630666154
7,50505.730991513476,1.2170376216429983,1.8712847357066378,7.131400990401286,21.871741556741906,0.6344792716432105,0.005428624477750347,1.2006803706744427,0.012344817007365887
8,123040.96698592987,0.7087712487922905,1.2070361640989884,-0.9768279503653314,0.04161987131289513,0.6769468066082857,0.008057987975057985,1.9377617356794516,-0.035638815086090396
9,50866.45106707044,1.7071098435569985,1.834975086360008,1.5968040012316624,4.6807261863679726,1.0121739004848824,0.003314281641904697,0.8450886538954916,0.013313846966513311
10,101399.26407865317,1.052805891093719,1.0296653884263498,-3.1494843940194954,0.9309320122366765,0.6246913212492826,0.016549785563447585,1.7112749326215133,-0.03351503886845556
11,56667.23494119473,1.218875077930413,0.8368274977235479,-1.616658447945273,24.697361806887645,1.0283114772254833,0.010188885277161304,1.1627178688773487,0.0333585620086247
12,98612.77862989459,0.9876860710446337,1.6074228679203575,3.6730618922063822,18.433571065395967,0.710080134033944,0.013738138943795258,1.7234115035008102,-0.01634456209684225
13,50566.55572115102,1.4921174657634404,1.067606002739226,0.549031511067783,11.620565736792393,0.6373896156464907,0.015069820007263085,0.9661744510037358,-0.0254962185224875
14,42516.93884887798,1.5240594837478973,0.9194466632789691,1.2662330286782186,24.558495321616622,0.8828647339169788,0.010535471930122463,0.7824592006303219,0.016723244719428022
15,56940.68915593554,1.7485365276932783,1.4749415895105988,4.318295059736503,7.954275059425372,0.5819750426627053,0.007216508981264091,1.113969960840066,0.03146134312755932
16,124929.74217032774,1.1062447004331277,0.5175396944766273,0.5302506981031563,6.491981329784719,0.8723123063614298,0.00683962076854165,1.9175997717122866,-0.005048031385924842
17,35536.71414862322,1.2574776914007704,1.2523231696424715,-1.378734073831417,24.448905474647905,0.3387037251731634,0.014898911854236554,0.7493883888095653,-0.03513313998640947
18,10305.482271829806,0.7334152781861553,1.5516294843685885,6.539272395501836,19.384816412174988,0.5563197926416668,0.009981210769962875,0.5014147304974481,-0.006428618960448197
19,17672.829266158024,0.8351922460848777,0.2569124257000216,-3.3407937810955897,23.209672130993148,0.7776423845818955,0.00554968421062156,0.49374565512020285,0.03182527616508097
20,64862.05366138974,0.6189485417526631,0.2689549713960715,-6.206087569872009,18.8156825193817,1.1406797008519716,0.002004187562885713,1.3842929682751075,0.012160915272978204
21,67499.29297157525,1.1842390049070857,0.20693968183639125,3.0770603029589836,10.753203540174605,1.1385027255144375,0.019942701049253265,1.3821743322552673,-0.03072032324203762
22,101125.97929197681,0.9126114934664875,1.333563659531056,5.939377246770134,10.53015087922408,0.624840185744985,0.012172081410149227,1.7536943169959327,-0.024390944897436657
23,28202.254134965693,1.2739516362250032,1.3088509871805587,-0.39753931769247686,9.001473534699238,1.1534376160640045,0.016346468273228724,0.5642151284986002,-0.0399346336261505
24,96880.51157677882,0.8355528077235275,0.9611006014028816,-5.40579202631284,8.445490070001792,0.912514428945731,0.014812318347499515,1.6912466888503663,0.025135717472094872
25,119332.49828271997,0.9196117327916842,1.1590445923692485,3.806768100638049,15.307029859578627,0.8218742276358288,0.016264275169368608,1.906873077140545,0.03181092288455869
26,59944.24380104553,0.8512521027662013,0.4158152139548974,-3.3848529360330364,20.025666754608157,0.5846066504046223,0.01489534174749715,1.3070619847668727,0.03944649354334084
27,23506.330587437635,0.6546100668049188,1.6911398803938977,-7.258384895863827,15.98852027639687,0.7841651653044579,0.004971694928894262,0.7466603676901453,-0.009034318813995572
28,43504.36294464071,1.129202080743204,0.4839282933455542,-0.9506514802876858,2.210505620279235,0.7493440667505146,0.01084174564637638,0.958815753131504,-0.000550959594488809
29,63772.42244582732,1.239694580748852,1.1384902959328675,-5.112150327520284,5.495955808499028,0.5391573626370126,0.019989710278872776,1.1527836713737976,0.016583177430072704
30,80592.44471915578,0.7636738441472708,1.1363760173700022,-0.9989278412489444,5.061723361703999,0.49750428525864687,0.004888094132751412,1.5556428937069815,0.019527787578490594
31,39962.48209190343,1.6275311494329447,0.8059218186590333,0.30151880782241136,18.16228447560428,0.8049238098543208,0.017223763821328973,0.3369349573580484,0.015695959328279878
32,9735.23102793956,0.6704664664669441,1.1288953394458257,-1.720046401671281,11.307320173936782,0.9909584752478404,0.0019028593354134707,0.3833623681437323,0.03502484664535254
33,47957.10426853115,1.1321079643777878,0.9399008918151506,-5.563849380504486,12.577262584222817,0.8996109744364957,0.01789837024671036,0.9640760011878811,-0.02965764767451562
34,35488.631983322,1.4840283011334603,0.7484283238432909,3.4299820800522234,20.025823513100075,1.1668390112057805,0.0035000177041665855,0.7467192487738947,-0.008971102080355751
35,44337.89096384423,1.5638138692040724,0.9841382598442807,-1.0463301986303488,20.968938909518204,0.40759458489534184,0.002264980724384842,0.4553548998338788,0.0007921502845599435
36,94227.31589226998,0.7738305946099067,0.8464546981161736,-0.10481335540995929,13.233628092927937,0.6525807517653776,0.002849872455592795,1.6903940589064688,0.029270144073731665
37,23345.358984543338,1.2340932711525832,0.719032354411181,7.991083493295468,2.9849175691248786,1.0933773792185464,0.012583946190837579,0.7402043045493792,0.007286234065201638
38,31877.622113201043,1.2184026242305783,0.2177283673020698,-0.5515454319662201,19.377271492352946,0.871887487334301,0.0026829846874544777,0.6596481299612021,0.015611714293180257
39,8938.379395952828,0.5354481782461297,1.4434347570136055,0.5440542229090983,9.612326612862427,0.6782592545721453,0.00962193852569255,0.46929097031809797,0.03418186931122997
40,117371.18403158917,1.0472285759036999,1.3935995919568693,-6.335119219633867,21.97501002812,0.9268504829581847,0.005155021151298312,1.8359713649848062,0.030246115986233703
41,13674.704966149991,1.1006856378971142,0.7015002652201454,5.209659010216303,0.11243310302781195,1.1564585288537383,0.019262476566829573,0.4384128320395905,0.03543209027708275
42,87906.42745020195,0.86878449129904,1.6626347983708336,5.833668384294871,4.454695788379404,0.6078604035358599,0.019141205787314458,1.6332230238003183,0.016173460993174335
43,45405.97307081941,0.8046975383649209,1.5183659429698233,-7.37024196875193,6.601699892686466,0.5243795869707869,0.0012375698124975434,1.0970367142456847,-0.03733382326846825
44,31783.361720766123,1.7798935598147805,1.0777506077924868,4.364663095577269,13.236158703049425,0.41086095034097236,0.009086382133617558,0.31283258996528923,-0.01600896434883401
45,111103.18583406608,1.3257197259096927,0.5243481505633918,6.67185056937852,15.86854544017346,0.3229044495279521,0.008641689521497553,1.8230354988931248,-0.019510641266023684
46,42815.445354136114,0.6554071733627002,0.6977168056062006,-0.24495049539108749,9.84565895817196,0.5190783320559196,0.009360103195113456,1.1235550004266281,0.015890830195400704
47,82026.72563105918,1.7969142158992721,1.3411678930500146,-6.7457005182673555,3.7825618708900306,0.5699853892046685,0.01881886849810661,0.4089183975469426,0.01206148298276817
48,20861.002925532644,1.0265019875503394,0.6417713986735393,2.2732909266516774,18.9259338414541,0.9935145645701142,0.004411985606265574,0.6268995526337775,-0.024715063248993117
