progress_s,x_ref,y_ref,z_ref
0.0,0.0,0.0,10.0
0.6692913385826772,0.6692913385826772,0.0,10.0
1.3385826771653544,1.3385826771653544,0.0,10.0
2.0078740157480315,2.0078740157480315,0.0,10.0
2.677165354330709,2.677165354330709,0.0,10.0
3.3464566929133857,3.3464566929133857,0.0,10.0
4.015748031496063,4.015748031496063,0.0,10.0
4.68503937007874,4.68503937007874,0.0,10.0
5.354330708661418,5.354330708661418,0.0,10.0
6.0236220472440944,6.0236220472440944,0.0,10.0
6.692913385826771,6.692913385826771,0.0,10.0
7.362204724409449,7.362204724409449,0.0,10.0
8.031496062992126,8.031496062992126,0.0,10.0
8.700787401574804,8.700787401574804,0.0,10.0
9.37007874015748,9.37007874015748,0.0,10.0
10.039370078740157,10.039370078740157,0.0,10.0
10.708661417322835,10.708661417322835,0.0,10.0
11.377952755905511,11.377952755905511,0.0,10.0
12.047244094488189,12.047244094488189,0.0,10.0
12.716535433070867,12.716535433070867,0.0,10.0
13.385826771653543,13.385826771653543,0.0,10.0
14.05511811023622,14.05511811023622,0.0,10.0
14.724409448818898,14.724409448818898,0.0,10.0
15.393700787401574,15.393700787401574,0.0,10.0
16.062992125984252,16.062992125984252,0.0,10.0
16.73228346456693,16.73228346456693,0.0,10.0
17.401574803149607,17.401574803149607,0.0,10.0
18.070866141732285,18.070866141732285,0.0,10.0
18.74015748031496,18.74015748031496,0.0,10.0
19.409448818897637,19.409448818897637,0.0,10.0
20.078740157480315,20.078740157480315,0.0,10.0
20.748031496062993,20.748031496062993,0.0,10.0
21.41732283464567,21.41732283464567,0.0,10.0
22.086614173228348,22.086614173228348,0.0,10.0
22.755905511811022,22.755905511811022,0.0,10.0
23.4251968503937,23.4251968503937,0.0,10.0
24.094488188976378,24.094488188976378,0.0,10.0
24.763779527559056,24.763779527559056,0.0,10.0
25.433070866141733,25.433070866141733,0.0,10.0
26.10236220472441,26.10236220472441,0.0,10.0
26.771653543307085,26.771653543307085,0.0,10.0
27.440944881889763,27.440944881889763,0.0,10.0
28.11023622047244,28.11023622047244,0.0,10.0
28.77952755905512,28.77952755905512,0.0,10.0
29.448818897637796,29.448818897637796,0.0,10.0
30.118110236220474,30.118110236220474,0.0,10.0
30.787401574803148,30.787401574803148,0.0,10.0
31.456692913385826,31.456692913385826,0.0,10.0
32.125984251968504,32.125984251968504,0.0,10.0
32.79527559055118,32.79527559055118,0.0,10.0
33.46456692913386,33.46456692913386,0.0,10.0
34.13385826771653,34.13385826771653,0.0,10.0
34.803149606299215,34.803149606299215,0.0,10.0
35.47244094488189,35.47244094488189,0.0,10.0
36.14173228346457,36.14173228346457,0.0,10.0
36.811023622047244,36.811023622047244,0.0,10.0
37.48031496062992,37.48031496062992,0.0,10.0
38.1496062992126,38.1496062992126,0.0,10.0
38.818897637795274,38.818897637795274,0.0,10.0
39.488188976377955,39.488188976377955,0.0,10.0
40.15748031496063,40.15748031496063,0.0,10.0
40.826771653543304,40.826771653543304,0.0,10.0
41.496062992125985,41.496062992125985,0.0,10.0
42.16535433070866,42.16535433070866,0.0,10.0
42.83464566929134,42.83464566929134,0.0,10.0
43.503937007874015,43.503937007874015,0.0,10.0
44.173228346456696,44.173228346456696,0.0,10.0
44.84251968503937,44.84251968503937,0.0,10.0
45.511811023622045,45.511811023622045,0.0,10.0
46.181102362204726,46.181102362204726,0.0,10.0
46.8503937007874,46.8503937007874,0.0,10.0
47.51968503937008,47.51968503937008,0.0,10.0
48.188976377952756,48.188976377952756,0.0,10.0
48.85826771653543,48.85826771653543,0.0,10.0
49.52755905511811,49.52755905511811,0.0,10.0
50.196850393700785,50.196850393700785,0.0,10.0
50.86614173228347,50.86614173228347,0.0,10.0
