progress_s,x_ref,y_ref,z_ref
0.0,0.0,0.0,10.0
0.9992114863996354,0.9992114863996354,0.0,10.0
1.9984229727992708,1.9984229727992708,0.0,10.0
2.997634459198906,2.997634459198906,0.0,10.0
3.9968459455985417,3.9968459455985417,0.0,10.0
4.996057431998177,4.996057431998177,0.0,10.0
5.995268918397812,5.995268918397812,0.0,10.0
6.994480404797448,6.994480404797448,0.0,10.0
7.993691891197083,7.993691891197083,0.0,10.0
8.992903377596718,8.992903377596718,0.0,10.0
9.992114863996354,9.992114863996354,0.0,10.0
10.99132635039599,10.99132635039599,0.0,10.0
11.990537836795625,11.990537836795625,0.0,10.0
12.98974932319526,12.98974932319526,0.0,10.0
13.988960809594897,13.988960809594897,0.0,10.0
14.988172295994532,14.988172295994532,0.0,10.0
15.987383782394167,15.987383782394167,0.0,10.0
16.986595268793803,16.986595268793803,0.0,10.0
17.985806755193437,17.985806755193437,0.0,10.0
18.985018241593075,18.985018241593075,0.0,10.0
19.98422972799271,19.98422972799271,0.0,10.0
20.983441214392343,20.983441214392343,0.0,10.0
21.98265270079198,21.98265270079198,0.0,10.0
22.981864187191615,22.981864187191615,0.0,10.0
23.98107567359125,23.98107567359125,0.0,10.0
24.980287159990883,24.980287159990883,0.0,10.0
25.97949864639052,25.979107131580566,0.02398064616255624,10.0
26.97871013279016,26.975483699126848,0.09780252950734791,10.0
27.977921619189793,27.96693036840454,0.22129113948438572,10.0
28.977133105589427,28.95097294475415,0.39413830534804717,10.0
29.976344591989065,29.925155710725065,0.6159126801102062,10.0
30.975556078388696,30.887047554416235,0.8860608169838038,10.0
31.974767564788333,31.83424803641282,1.2039085505313771,10.0
32.97397905118797,32.76439338017832,1.5686626790717355,10.0
33.973190537587605,33.675162370953146,1.979412944146393,10.0
34.97240202398724,34.564282148438465,2.4351343021057694,10.0
35.971613510386874,35.429533878809664,2.9346894821464957,10.0
36.97082499678651,36.26875829190455,3.4768318244159815,10.0
37.97003648318615,37.07986106976801,4.060208391101741,10.0
38.96924796958578,37.86081807310595,4.683363342741615,10.0
39.96845945598542,38.60968039260554,5.344741571329143,10.0
40.967670942385055,39.324579212516014,6.0426925811475325,10.0
41.966882428784686,40.003730474352814,6.775474607647475,10.0
42.966093915184324,40.64543932908666,7.5412589640899785,10.0
43.96530540158396,41.248104366706784,8.338134605106957,10.0
44.96451688798359,41.810221612603414,9.164112895791082,10.0
45.96372837438323,42.33038828079633,10.017132574413429,10.0
46.96293986078286,42.80730627464314,10.89506489638421,10.0
47.9621513471825,43.23978542629122,11.795718946619731,10.0
48.961362833582136,43.62674646678893,12.71684710705823,10.0
49.96057431998177,43.967223719444334,13.656150665680313,10.0
50.959785806381404,44.260367509709816,14.611285553036371,10.0
51.95899729278104,44.50544628557879,15.579868191965264,10.0
