pos_rmse_m,vel_rmse_mps,att_rmse_deg,omega_rmse_radps,final_pos_err_m,final_vel_err_mps,final_att_err_deg,final_omega_err_radps,diverged,horizon_s,window_id,method,log_id,start_time_s,end_time_s,sample_count
0.2424893169121214,0.3137616223117565,7.037161415761693,0.7353320928012754,0.4370620792660143,0.617897816907187,12.198886384112678,1.2219204928873004,False,0.5,0,label_oracle,log_4_2026-4-12-17-43-30,11.77,12.27,51
0.026563912382177618,0.8742620163433555,96.1798012089359,97.68348643096745,,,,,True,0.5,0,delaurier_uncalibrated,log_4_2026-4-12-17-43-30,11.77,12.27,51
0.17766189179423666,1.598448109842338,16.084958265591084,1.6403637597258232,0.42990064579825055,3.166557868440349,29.948936051389925,1.1543976381331382,False,0.5,0,delaurier_gain_calibrated,log_4_2026-4-12-17-43-30,11.77,12.27,51
0.03116657101571234,0.9132915235738667,94.53697411231276,102.10411805594799,,,,,True,0.5,0,delaurier_physically_calibrated,log_4_2026-4-12-17-43-30,11.77,12.27,51
0.20023806836212435,0.33615917466544654,8.414183462794501,0.9081381355041087,0.33546139756944454,0.7726581198653523,17.576691146378582,1.0281395165391978,False,0.5,0,nn_effective_wrench,log_4_2026-4-12-17-43-30,11.77,12.27,51
0.0956996813816295,0.21777297704656998,5.262642652554543,0.6213431960051514,0.15564884065854626,0.35543301377588554,8.643409857911111,0.8775543678086982,False,0.5,1,label_oracle,log_4_2026-4-12-17-43-30,26.75,27.25,51
0.07141791467986663,1.3710104428496195,87.42194485519907,84.71626535036594,,,,,True,0.5,1,delaurier_uncalibrated,log_4_2026-4-12-17-43-30,26.75,27.25,51
0.13348933936262208,1.5497233082855248,14.604060528842778,1.2249481914568063,0.3489000525601662,2.32137923749655,23.576688261807657,1.2948980933576506,False,0.5,1,delaurier_gain_calibrated,log_4_2026-4-12-17-43-30,26.75,27.25,51
0.028251055297239213,0.2865584842377677,92.62169858114592,88.57314294111326,,,,,True,0.5,1,delaurier_physically_calibrated,log_4_2026-4-12-17-43-30,26.75,27.25,51
0.09467374363765038,0.36257369588884936,10.116400419525371,1.0671007938612551,0.14932917892355,0.6201349470770157,17.700326860228724,1.5014912887670882,False,0.5,1,nn_effective_wrench,log_4_2026-4-12-17-43-30,26.75,27.25,51
0.14780008653735038,0.35143562838535014,9.143323771343795,0.7344487368858496,0.2615475618501145,0.8645232416725949,15.695772625452598,0.5818977852440584,False,0.5,2,label_oracle,log_4_2026-4-12-17-43-30,41.73,42.23,51
0.010938799095817997,0.317519527005151,76.13425367180467,106.39415339519427,,,,,True,0.5,2,delaurier_uncalibrated,log_4_2026-4-12-17-43-30,41.73,42.23,51
0.3442424069400576,2.10243673623701,19.181485686375403,1.3647577797977297,0.7221614013285133,3.8996147646338897,32.29521626093089,1.550554295274293,False,0.5,2,delaurier_gain_calibrated,log_4_2026-4-12-17-43-30,41.73,42.23,51
0.014255288102886472,0.44688036771608197,84.42622799090667,96.94219717756188,,,,,True,0.5,2,delaurier_physically_calibrated,log_4_2026-4-12-17-43-30,41.73,42.23,51
0.1559047308850191,0.8700839544566205,36.8304863006801,2.7127942570296337,0.29604230058315195,2.6109944853015765,71.96146032769971,4.122339841719709,False,0.5,2,nn_effective_wrench,log_4_2026-4-12-17-43-30,41.73,42.23,51
0.12325521940182134,0.3802695346107736,10.202650497378155,0.9967756979192127,0.21544432485003842,0.746204868705641,17.00259599175331,1.4849654801349084,False,0.5,3,label_oracle,log_4_2026-4-12-17-43-30,60.26,60.76,51
0.005114532045350613,0.6135761832394485,85.40968423441005,114.13713631336125,,,,,True,0.5,3,delaurier_uncalibrated,log_4_2026-4-12-17-43-30,60.26,60.76,51
