modulation_profile,modulation_ff_amp,modulation_ff_shift_deg,amp,delta,f_eff_hz,f_down_hz,f_up_hz,mean_thrust_N,mean_lift_N,mean_pin_W,mean_eta,sep_ratio,peak_power_W,peak_normal_N,mean_Nc_N,mean_Na_N,mean_Fx_suction_N,mean_Fx_camber_N,mean_Fx_friction_N,mean_Fx_total_N,mean_k,mean_alpha_prime,mean_alpha_le,share_Na,share_Fx_suction,share_Fx_camber,share_Fx_friction,csv
phase_ff,0.000000,180.000000,0.000000,0.300000,4.000000,6.666667,2.857143,-0.897350,7.745367,46.774703,-0.132373,0.338799,132.642578,25.521214,10.924744,0.001549,5.750874,0.090332,-0.129859,1.137872,0.498211,-0.112776,0.149023,0.000142,0.963124,0.015128,0.021748,outputs_DeLaurier/modulation_scan/amp_0p0/delta_0p3/windtunnel_v50.csv
phase_ff,0.000000,180.000000,0.000000,0.320000,4.000000,6.250000,2.941176,-0.897350,7.745367,46.774703,-0.132373,0.338799,132.642578,25.521214,10.924744,0.001549,5.750874,0.090332,-0.129859,1.137872,0.498211,-0.112776,0.149023,0.000142,0.963124,0.015128,0.021748,outputs_DeLaurier/modulation_scan/amp_0p0/delta_0p32/windtunnel_v50.csv
phase_ff,0.000000,180.000000,0.000000,0.340000,4.000000,5.882353,3.030303,-0.897350,7.745367,46.774703,-0.132373,0.338799,132.642578,25.521214,10.924744,0.001549,5.750874,0.090332,-0.129859,1.137872,0.498211,-0.112776,0.149023,0.000142,0.963124,0.015128,0.021748,outputs_DeLaurier/modulation_scan/amp_0p0/delta_0p34/windtunnel_v50.csv
phase_ff,0.000000,180.000000,0.000000,0.360000,4.000000,5.555556,3.125000,-0.897350,7.745367,46.774703,-0.132373,0.338799,132.642578,25.521214,10.924744,0.001549,5.750874,0.090332,-0.129859,1.137872,0.498211,-0.112776,0.149023,0.000142,0.963124,0.015128,0.021748,outputs_DeLaurier/modulation_scan/amp_0p0/delta_0p36000000000000004/windtunnel_v50.csv
phase_ff,0.000000,180.000000,0.000000,0.380000,4.000000,5.263158,3.225806,-0.897350,7.745367,46.774703,-0.132373,0.338799,132.642578,25.521214,10.924744,0.001549,5.750874,0.090332,-0.129859,1.137872,0.498211,-0.112776,0.149023,0.000142,0.963124,0.015128,0.021748,outputs_DeLaurier/modulation_scan/amp_0p0/delta_0p38000000000000006/windtunnel_v50.csv
phase_ff,0.000000,180.000000,0.000000,0.400000,4.000000,5.000000,3.333333,-0.897350,7.745367,46.774703,-0.132373,0.338799,132.642578,25.521214,10.924744,0.001549,5.750874,0.090332,-0.129859,1.137872,0.498211,-0.112776,0.149023,0.000142,0.963124,0.015128,0.021748,outputs_DeLaurier/modulation_scan/amp_0p0/delta_0p4000000000000001/windtunnel_v50.csv
phase_ff,0.000000,180.000000,0.000000,0.420000,4.000000,4.761905,3.448276,-0.897350,7.745367,46.774703,-0.132373,0.338799,132.642578,25.521214,10.924744,0.001549,5.750874,0.090332,-0.129859,1.137872,0.498211,-0.112776,0.149023,0.000142,0.963124,0.015128,0.021748,outputs_DeLaurier/modulation_scan/amp_0p0/delta_0p4200000000000001/windtunnel_v50.csv
phase_ff,0.000000,180.000000,0.000000,0.440000,4.000000,4.545455,3.571429,-0.897350,7.745367,46.774703,-0.132373,0.338799,132.642578,25.521214,10.924744,0.001549,5.750874,0.090332,-0.129859,1.137872,0.498211,-0.112776,0.149023,0.000142,0.963124,0.015128,0.021748,outputs_DeLaurier/modulation_scan/amp_0p0/delta_0p4400000000000001/windtunnel_v50.csv
phase_ff,0.000000,180.000000,0.000000,0.460000,4.000000,4.347826,3.703704,-0.897350,7.745367,46.774703,-0.132373,0.338799,132.642578,25.521214,10.924744,0.001549,5.750874,0.090332,-0.129859,1.137872,0.498211,-0.112776,0.149023,0.000142,0.963124,0.015128,0.021748,outputs_DeLaurier/modulation_scan/amp_0p0/delta_0p46000000000000013/windtunnel_v50.csv
phase_ff,0.000000,180.000000,0.000000,0.480000,4.000000,4.166667,3.846154,-0.897350,7.745367,46.774703,-0.132373,0.338799,132.642578,25.521214,10.924744,0.001549,5.750874,0.090332,-0.129859,1.137872,0.498211,-0.112776,0.149023,0.000142,0.963124,0.015128,0.021748,outputs_DeLaurier/modulation_scan/amp_0p0/delta_0p48000000000000015/windtunnel_v50.csv
