modulation_profile,modulation_ff_amp,modulation_ff_shift_deg,amp,delta,f_eff_hz,f_down_hz,f_up_hz,mean_thrust_N,mean_lift_N,mean_pin_W,mean_eta,sep_ratio,peak_power_W,peak_normal_N,mean_Nc_N,mean_Na_N,mean_Fx_suction_N,mean_Fx_camber_N,mean_Fx_friction_N,mean_Fx_total_N,mean_k,mean_alpha_prime,mean_alpha_le,share_Na,share_Fx_suction,share_Fx_camber,share_Fx_friction,csv
phase_ff,0.200000,180.000000,0.200000,0.300000,4.000000,6.666667,2.857143,-1.755490,7.394315,39.399587,-0.307437,0.517049,88.159889,19.196234,11.052039,0.171296,3.790639,0.000000,-0.271415,0.218114,0.484994,-0.098992,0.162807,0.015263,0.933183,0.000000,0.066817,outputs_DeLaurier/modulation_scan_fx_run0011/amp_0p2/delta_0p3/windtunnel_v50.csv
phase_ff,0.200000,180.000000,0.200000,0.320000,4.000000,6.250000,2.941176,-1.755299,7.396002,39.507733,-0.306562,0.516312,88.830811,19.265724,11.050732,0.170581,3.794858,0.000000,-0.271415,0.218735,0.485105,-0.099025,0.162775,0.015202,0.933252,0.000000,0.066748,outputs_DeLaurier/modulation_scan_fx_run0011/amp_0p2/delta_0p32/windtunnel_v50.csv
phase_ff,0.200000,180.000000,0.200000,0.340000,4.000000,5.882353,3.030303,-1.755719,7.396954,39.605132,-0.305881,0.516111,89.504700,19.335377,11.049253,0.169641,3.799189,0.000000,-0.271415,0.218576,0.485209,-0.099060,0.162740,0.015121,0.933323,0.000000,0.066677,outputs_DeLaurier/modulation_scan_fx_run0011/amp_0p2/delta_0p34/windtunnel_v50.csv
phase_ff,0.200000,180.000000,0.200000,0.360000,4.000000,5.555556,3.125000,-1.755422,7.397985,39.713251,-0.304997,0.515434,90.187256,19.405050,11.047838,0.168619,3.803427,0.000000,-0.271415,0.219129,0.485306,-0.099094,0.162705,0.015033,0.933392,0.000000,0.066608,outputs_DeLaurier/modulation_scan_fx_run0011/amp_0p2/delta_0p36000000000000004/windtunnel_v50.csv
phase_ff,0.200000,180.000000,0.200000,0.380000,4.000000,5.263158,3.225806,-1.755263,7.399405,39.815193,-0.304188,0.514789,90.891739,19.474976,11.046522,0.167748,3.807684,0.000000,-0.271415,0.219651,0.485395,-0.099127,0.162673,0.014958,0.933462,0.000000,0.066538,outputs_DeLaurier/modulation_scan_fx_run0011/amp_0p2/delta_0p38000000000000006/windtunnel_v50.csv
phase_ff,0.200000,180.000000,0.200000,0.400000,4.000000,5.000000,3.333333,-1.754869,7.399964,39.920407,-0.303318,0.514148,91.533707,19.545061,11.045310,0.167034,3.811961,0.000000,-0.271415,0.220176,0.485478,-0.099158,0.162642,0.014897,0.933532,0.000000,0.066468,outputs_DeLaurier/modulation_scan_fx_run0011/amp_0p2/delta_0p4000000000000001/windtunnel_v50.csv
phase_ff,0.200000,180.000000,0.200000,0.420000,4.000000,4.761905,3.448276,-1.754739,7.401142,40.020324,-0.302539,0.513575,92.217628,19.615303,11.044208,0.166480,3.816256,0.000000,-0.271415,0.220606,0.485553,-0.099187,0.162612,0.014850,0.933601,0.000000,0.066399,outputs_DeLaurier/modulation_scan_fx_run0011/amp_0p2/delta_0p4200000000000001/windtunnel_v50.csv
phase_ff,0.200000,180.000000,0.200000,0.440000,4.000000,4.545455,3.571429,-1.754483,7.404482,40.127910,-0.301684,0.512584,92.904663,19.685709,11.043348,0.166102,3.820580,0.000000,-0.271415,0.221718,0.485619,-0.099212,0.162587,0.014818,0.933672,0.000000,0.066328,outputs_DeLaurier/modulation_scan_fx_run0011/amp_0p2/delta_0p4400000000000001/windtunnel_v50.csv
phase_ff,0.200000,180.000000,0.200000,0.460000,4.000000,4.347826,3.703704,-1.755201,7.406484,40.227617,-0.301059,0.512416,93.594818,19.756275,11.042435,0.165889,3.824909,0.000000,-0.271415,0.221543,0.485679,-0.099239,0.162561,0.014800,0.933742,0.000000,0.066258,outputs_DeLaurier/modulation_scan_fx_run0011/amp_0p2/delta_0p46000000000000013/windtunnel_v50.csv
phase_ff,0.200000,180.000000,0.200000,0.480000,4.000000,4.166667,3.846154,-1.755250,7.408014,40.330142,-0.300302,0.511921,94.288223,19.827009,11.041636,0.165822,3.829257,0.000000,-0.271415,0.221891,0.485731,-0.099263,0.162536,0.014796,0.933812,0.000000,0.066188,outputs_DeLaurier/modulation_scan_fx_run0011/amp_0p2/delta_0p48000000000000015/windtunnel_v50.csv
phase_ff,0.200000,180.000000,0.200000,0.500000,4.000000,4.000000,4.000000,-1.755793,7.409523,40.429589,-0.299656,0.511742,94.846298,19.897907,11.040951,0.165905,3.833624,0.000000,-0.271415,0.221757,0.485776,-0.099285,0.162514,0.014804,0.933882,0.000000,0.066118,outputs_DeLaurier/modulation_scan_fx_run0011/amp_0p2/delta_0p5000000000000001/windtunnel_v50.csv
phase_ff,0.200000,180.000000,0.200000,0.520000,4.000000,3.846154,4.166667,-1.755731,7.409860,40.533610,-0.298876,0.511389,95.554893,19.968973,11.040381,0.166140,3.838010,0.000000,-0.271415,0.221905,0.485813,-0.099306,0.162493,0.014825,0.933953,0.000000,0.066047,outputs_DeLaurier/modulation_scan_fx_run0011/amp_0p2/delta_0p5200000000000001/windtunnel_v50.csv
phase_ff,0.200000,180.000000,0.200000,0.540000,4.000000,3.703704,4.347826,-1.756132,7.411223,40.632893,-0.298214,0.511162,96.264908,20.040207,11.039925,0.166529,3.842413,0.000000,-0.271415,0.221869,0.485843,-0.099325,0.162474,0.014860,0.934024,0.000000,0.065976,outputs_DeLaurier/modulation_scan_fx_run0011/amp_0p2/delta_0p5400000000000001/windtunnel_v50.csv
phase_ff,0.200000,180.000000,0.200000,0.560000,4.000000,3.571429,4.545455,-1.756283,7.412635,40.731487,-0.297518,0.510778,96.976448,20.111614,11.039582,0.167075,3.846835,0.000000,-0.271415,0.222089,0.485865,-0.099342,0.162457,0.014909,0.934095,0.000000,0.065905,outputs_DeLaurier/modulation_scan_fx_run0011/amp_0p2/delta_0p5600000000000002/windtunnel_v50.csv
phase_ff,0.200000,180.000000,0.200000,0.580000,4.000000,3.448276,4.761905,-1.756467,7.415271,40.833383,-0.296807,0.510219,97.689575,20.183189,11.039349,0.167777,3.851276,0.000000,-0.271415,0.222594,0.485880,-0.099357,0.162442,0.014971,0.934165,0.000000,0.065835,outputs_DeLaurier/modulation_scan_fx_run0011/amp_0p2/delta_0p5800000000000002/windtunnel_v50.csv
phase_ff,0.200000,180.000000,0.200000,0.600000,4.000000,3.333333,5.000000,-1.756708,7.418105,40.934669,-0.296113,0.509669,98.404305,20.254936,11.039225,0.168638,3.855735,0.000000,-0.271415,0.223094,0.485886,-0.099371,0.162429,0.015046,0.934237,0.000000,0.065763,outputs_DeLaurier/modulation_scan_fx_run0011/amp_0p2/delta_0p6000000000000002/windtunnel_v50.csv
phase_ff,0.200000,180.000000,0.200000,0.620000,4.000000,3.225806,5.263158,-1.757655,7.423113,41.033343,-0.295560,0.509204,98.969009,20.326855,11.039205,0.169657,3.860212,0.000000,-0.271415,0.223476,0.485886,-0.099382,0.162417,0.015136,0.934308,0.000000,0.065692,outputs_DeLaurier/modulation_scan_fx_run0011/amp_0p2/delta_0p6200000000000002/windtunnel_v50.csv
phase_ff,0.200000,180.000000,0.200000,0.640000,4.000000,3.125000,5.555556,-1.758109,7.424617,41.131878,-0.294928,0.509021,99.688339,20.398947,11.039287,0.170835,3.864707,0.000000,-0.271415,0.223427,0.485878,-0.099393,0.162407,0.015239,0.934379,0.000000,0.065621,outputs_DeLaurier/modulation_scan_fx_run0011/amp_0p2/delta_0p6400000000000002/windtunnel_v50.csv
phase_ff,0.200000,180.000000,0.200000,0.660000,4.000000,3.030303,5.882353,-1.758509,7.430752,41.232478,-0.294276,0.508048,100.411148,20.471210,11.039467,0.172172,3.869222,0.000000,-0.271415,0.224628,0.485862,-0.099401,0.162398,0.015357,0.934451,0.000000,0.065549,outputs_DeLaurier/modulation_scan_fx_run0011/amp_0p2/delta_0p6600000000000003/windtunnel_v50.csv
phase_ff,0.200000,180.000000,0.200000,0.680000,4.000000,2.941176,6.250000,-1.759084,7.433808,41.332727,-0.293658,0.507699,101.137360,20.543636,11.039739,0.173669,3.873756,0.000000,-0.271415,0.224864,0.485839,-0.099408,0.162391,0.015488,0.934523,0.000000,0.065477,outputs_DeLaurier/modulation_scan_fx_run0011/amp_0p2/delta_0p6800000000000003/windtunnel_v50.csv
phase_ff,0.200000,180.000000,0.200000,0.700000,4.000000,2.857143,6.666667,-1.759486,7.437681,41.435165,-0.292999,0.507117,101.866997,20.616230,11.040100,0.175325,3.878309,0.000000,-0.271415,0.225478,0.485809,-0.099414,0.162386,0.015633,0.934594,0.000000,0.065406,outputs_DeLaurier/modulation_scan_fx_run0011/amp_0p2/delta_0p7000000000000003/windtunnel_v50.csv
